ID,Hg_test,dioxin_test,PCBOCP_test,PFAS_test,species,sex,state,ecoregion,sample_group,county,town,address,latitude,longitude,harvest_date,age,weight_(g),culmen_(mm),tarsus_(mm),head_length_(mm),Hg,TEQ,TCDF_2378,TCDF_Total,TCDD_2378,TCDD_Total,PeCDF_12378,PeCDF_23478,PeCDF_Total,PeCDD_12378,PeCDD_Total,HxCDF_123478,HxCDF_123678,HxCDF_234678,HxCDF_123789,HxCDF_Total,HxCDD_123478,HxCDD_123678,HxCDD_123789,HxCDD_Total,HpCDF_1234678,HpCDF_1234789,HpCDF_Total,HpCDD_1234678,HpCDD_Total,OCDF,OCDD,TPCBs,10PCB209,1PCB1,1PCB2,1PCB3,2PCB11,2PCB12+13,2PCB14,2PCB15,2PCB4+10,2PCB5+8,2PCB6,2PCB7+9,3PCB16+32,3PCB17,3PCB18,3PCB19,3PCB20+21+33,3PCB22,3PCB23+34,3PCB24+27,3PCB25,3PCB26,3PCB28,3PCB29,3PCB30,3PCB31,3PCB35,3PCB36,3PCB37,3PCB38,3PCB39,4PCB40,4PCB41+64+68+71,4PCB42+59,4PCB43+49,4PCB44,4PCB45,4PCB46,4PCB47+48+75,4PCB50,4PCB51,4PCB52+73,4PCB53,4PCB54,4PCB55,4PCB56+60,4PCB57,4PCB58,4PCB61+74,4PCB62+65,4PCB63,4PCB66+80,4PCB67,4PCB69,4PCB70+76,4PCB72,4PCB77,4PCB78,4PCB79,4PCB81,5PCB100,5PCB103,5PCB104,5PCB105+127,5PCB106+118,5PCB107+109,5PCB110,5PCB111+117,5PCB112,5PCB113,5PCB114,5PCB119,5PCB122,5PCB123,5PCB124,5PCB125,5PCB126,5PCB82,5PCB83+108,5PCB84,5PCB85+120,5PCB86+97,5PCB87+115+116,5PCB88+121,5PCB89+90+101,5PCB91,5PCB92,5PCB93+95,5PCB94,5PCB96,5PCB98+102,5PCB99,6PCB128,6PCB129,6PCB130,6PCB131+142,6PCB132+168,6PCB133,6PCB134+143,6PCB135+144,6PCB136,6PCB137,6PCB138+163+164,6PCB139+149,6PCB140,6PCB141,6PCB145,6PCB146,6PCB147,6PCB148,6PCB150,6PCB151,6PCB152,6PCB153,6PCB154,6PCB155,6PCB156,6PCB157,6PCB158+160,6PCB159,6PCB161,6PCB162,6PCB165,6PCB166,6PCB167,6PCB169,7PCB170+190,7PCB171,7PCB172+192,7PCB173,7PCB174+181,7PCB175,7PCB176,7PCB177,7PCB178,7PCB179,7PCB180,7PCB182+187,7PCB183,7PCB184,7PCB185,7PCB186,7PCB188,7PCB189,7PCB191,7PCB193,8PCB194,8PCB195,8PCB196+203,8PCB197,8PCB198,8PCB199,8PCB200,8PCB201,8PCB202,8PCB204,8PCB205,9PCB206,9PCB207,9PCB208,Aroclor 1016,Aroclor 1221,Aroclor 1232,Aroclor 1242,Aroclor 1248,Aroclor 1254,Aroclor 1260,DecaCB,Total DiCB,Total HeptaCB,Total HexaCB,Total MonoCB,Total NonaCB,Total OctaCB,Total PentaCB,Total TetraCB,Total TriCB,"2,4'-DDD","2,4'-DDE","2,4'-DDT","4,4'-DDD","4,4'-DDE","4,4'-DDT",Aldrin,"Chlordane, alpha (cis)","Chlordane, gamma (trans)","Chlordane, oxy-","HCH, alpha","HCH, beta","HCH, gamma",Heptachlor,Hexachlorobenzene,Mirex,"Nonachlor, cis-","Nonachlor, trans-",Dieldrin,Endosulphan Sulphate,Endrin,Endrin Aldehyde,Endrin Ketone,"HCH, delta",Heptachlor Epoxide,Methoxychlor,alpha-Endosulphan,beta-Endosulphan,11Cl-PF3OUdS,3:3 FTCA,4:2 FTS,5:3 FTCA,6:2 FTS,7:3 FTCA,8:2 FTS,9Cl-PF3ONS,ADONA,EtFOSAA,HFPO-DA,MeFOSAA,N-EtFOSA,N-EtFOSE,N-MeFOSA,N-MeFOSE,NFDHA,PFBA,PFBS,PFDA,PFDS,PFDoA,PFDoS,PFEESA,PFHpA,PFHpS,PFHxA,PFHxS,PFMBA,PFMPA,PFNA,PFNS,PFOA,PFOS,PFOSA,PFPeA,PFPeS,PFTeDA,PFTrDA,PFUnA
3,Y,N,Y,Y,MALL,Unknown,NY,60,1,Wyoming,Arcade,5859 Stinson Road,42.61532964,-78.35637708,10/19/2021,Unknown,Unknown,Unknown,Unknown,Unknown,14.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.95,0.175,0,0,0,0,0,0,0,0,0,0,0.33000000000000007,0,0,0,0,0,0,0,0,0,0,0.066,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.072,0,0,0.099,0,0,0,0,0,0,0,0,0,0,0,0.186,0.446,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.18,0.063,0,0,0,0,0,0,0,0,0,0.41,0,0,0,0,0.124,0,0,0,0,0,0.57,0,0,0.05,0,0.042,0,0,0,0,0,0.028,0,0.136,0,0,0,0,0,0,0.044,0.03,0,0.152,0.319,0.051,0,0,0,0,0,0,0,0.107,0,0.142,0,0,0.223,0,0,0,0,0,0.173,0,0.104,0,0,0,0,0,1.8,2.03,0.175,0,0.732,1.25,0,0.277,0.472,0.812,0.171,0.066,0,0,0,0.106,56.372,0.396,0,0,0,0,0,0,0,0,0.179,0.083,0.07,0.354,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.304,0,0,0,0,0,0,0,0,3.89,0,0,0,0,0,0.173,0,0.117,0,0,0,0,0,0,0,0,0.263,0,0,0.55,0,0,0,0.107,0,0
34-1,Y,Y,Y,Y,MALL,F,NY,58,3,Clinton,Lyon Mountain,"142-502 Sunset Rd, Lyon Mountain NY",44.73091206,-73.92528655,10/8/2021,Adult,Unknown,Unknown,Unknown,Unknown,14.2,6.4e-4,5.899999999999999e-4,8.3e-4,0,0,0,4e-4,8.5e-4,3.5e-4,0,2.3e-4,2.6000000000000003e-4,4.1e-4,2e-4,6.5e-4,0,0,0,0,7.4e-4,0,7.4e-4,4.3e-4,0,0,0,9.44,0.382,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.031,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.083,0,0,0.056,0,0,0,0,0,0,0,0,0,0,0,0.186,0.521,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.157,0.104,0,0,0,0,0,0,0,0,0,0.572,0,0,0,0,0.178,0,0,0,0,0,1.04,0,0,0.068,0,0,0,0,0,0,0,0.05,0,0.292,0,0.068,0,0,0,0,0,0,0,1.09,0.588,0.153,0,0,0,0,0,0,0.055,0.653,0,1.12,0,0,0.901,0,0,0,0,0,0.879,0.113,0.171,0,0,0,0,0,1.57,9.21,0.382,0,2.18,2.01,0,1.16,2.67,0.864,0.139,0.031,0,0,0,0,3.532,0,0,0,0,0,0,0,0,0,0.14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.477,0,0,0,0,0,0,0,0,5.75,0,0,0,1.06,0,0.255,0,0.079,0,0,0,0,0,0,0,0,0.183,0,0,0.797,0,0,0,0,0,0
37-2,Y,Y,Y,Y,WODU,M,PA,64,2,York,Washington Township,Shippensburg Road,40.00389121,-77.00107602,10/9/2021,Adult,Unknown,Unknown,Unknown,Unknown,38.9,4.1e-4,2.1e-4,4.2e-4,0,2.2e-4,0,2.5e-4,4.3e-4,2.3e-4,0,0,3.7e-4,3.1e-4,0,0.0017,0,0,0,0,6.2e-4,0,6.2e-4,4.5e-4,4.5e-4,0,6.6e-4,3.25,0.13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.019,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.074,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.108,0.366,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.11,0,0,0,0,0,0,0,0,0,0,0.417,0,0,0,0,0.121,0,0,0,0,0,0.821,0,0,0.058,0,0,0,0,0,0,0,0,0,0.172,0,0,0,0,0,0,0,0,0,0.428,0.192,0.087,0,0,0,0,0,0,0,0.138,0,0.198,0,0,0.165,0,0,0,0,0,0.165,0,0.077,0,0,0,0,0,1.1,3.6,0,0,0.792,1.42,0,0.165,0.198,0.584,0.074,0.019,0,0,0,0,3.082,0.039,0,0,0,0.397,0,0,0,0,0.329,0.073,0,0.139,0.342,0,0,0,0,0,0.247,0,0,0,0,0,0,0,0.691,0,0,0,0,0,0,0,0,6.9,0,0,0,0,0,0.25,0,0.148,0,0,0,0,0,0,0,0,0.125,0,0,0.589,0,0,0,0.145,0.17500000000000004,0
4,Y,Y,Y,Y,MALL,Unknown,NY,60,1,Wyoming,Arcade,5859 Stinson Road,42.61532964,-78.35637708,10/21/2021,Unknown,Unknown,Unknown,Unknown,Unknown,8.1,6.8e-4,0,0,0,0,0,0,0,6.8e-4,0,0,0,0,0,4.3e-4,0,0,0,0,0,0,0,0,0,0,0,135,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.115,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.82,2.8,0,0,0,0,0,0,0,0,0,0,0,0.24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.42,0.788,0,0,0,0.055,0.155,0,0,0,0,11.1,0,0,0,0,2.96,0,0,0,0,0,24.5,0,0,1.14,0.162,0.716,0.756,0,0.197,0,0,0.578,0,9.56,1.19,1.08,0,0,0.107,0,0.724,0.691,0,23.8,21.4,4.77,0,0,0,0,0.383,0.337,2.2,5.54,2,6.04,0.153,0.147,6.19,0,0.149,0.331,0,0.233,0.772,0.107,0.176,0,0,0,0,0,4.2,229,0,0,66.2,43.1,0,1.06,20.4,4.04,0.115,0,0,0,0,0,0.982,0,0,0,0,0,0,0,0,0,0.086,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.418,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.153,0,0.089,0,0,0,0,0,0,0,0,0.23,0,0,0.624,0,0,0,0.18,0,0
41-1,Y,Y,Y,Y,AGWT,F,PA,60,3,Wayne,Honesdale,"1797 Upper Woods Rd, Cold Springs",41.75482747,-75.2881477,10/9/2021,Adult,Unknown,Unknown,Unknown,Unknown,131,2.5e-4,0,0.0066,0,0.0011,0,2.5e-4,0.0018,0,0,5.200000000000001e-4,5.7e-4,4.6e-4,0,0.0028,0,0,0,0,0.0015,0,0.0015,8.100000000000001e-4,0,0,0.0011,0.478,0,0,0,0,0.209,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.023,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.08,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.044,0,0,0,0,0,0,0,0,0,0,0.121,0,0,0,0,0,0,0,0,0,0,0.154,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.051,0.049,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.306,0,0,0.1,0.275,0,0,0,0.08,0,0.023,0,0,0,0,0.519,0,0,0,0,0,0,0,0,0,1.84,0,0.066,0.148,0.16,0,0,0,0,0,0,0,0,0,0,0,0,0,0.512,3.25,0,0,0,0,0,0,0,5.93,0,0,0,0.652,0,0.238,0,0.087,0,0,0,0,0,0,0,0,0.301,0,0,0.21,0,0,0,0,0,0
46-1,Y,Y,Y,Y,WODU,M,PA,61/62,3,Mercer,Jackson Center,"State Gamelands No 130, Jackson Center Polk Rd",41.29430484,-80.0990061,10/11/2021,Adult,Unknown,Unknown,Unknown,Unknown,24.5,2.9e-4,0,0.0011,0,3.4e-4,0,2.2e-4,0.0015,0,0,4.3e-4,4.1e-4,5.4e-4,2.3e-4,0.0028,3e-4,1.7999999999999998e-4,0,0.0028,0.0011,0,0,6.7e-4,0.0013,5.5e-4,0.001,1.58,0.076,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.126,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.038,0,0,0,0,0,0,0,0,0,0,0.197,0,0,0,0,0.082,0,0,0,0,0,0.544,0.05,0,0,0,0,0,0,0,0,0,0,0,0.096,0,0,0,0,0,0,0,0,0,0.326,0.143,0.063,0,0,0,0,0,0,0,0.138,0,0.172,0,0,0.13,0,0,0,0,0,0.106,0,0,0,0,0,0,0,0,2.91,0.076,0,0.628,0.741,0,0,0.13,0,0,0,0,0,0,0,1.402,0,0,0,0,0.271,0,0,0,0,0.183,0.083,0,0.03,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.432,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.088,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.138,0.22700000000000004,0
49-1,Y,Y,Y,Y,WODU,M,NY,83,1,St. Lawrence,Canton,Unknown,44.61057773,-75.24027161,10/8/2021,Adult,Unknown,Unknown,Unknown,Unknown,0,2.2e-4,0,3.5e-4,0,0,0,2.4e-4,7.6e-4,0,0,4e-4,6.2e-4,2.8000000000000003e-4,0,0.0026,0,0,0,0,0.0013,0,0,4.8e-4,7e-4,0,0,0.29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.067,0,0,0,0,0,0,0,0,0,0,0.119,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.063,0.041,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.378,0,0,0.104,0.186,0,0,0,0,0,0,0,0,0,0,0.358,0,0.073,0,0,0,0,0,0,0,0,0.117,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10.8,0.103,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.186,0,0,0.129,0,0,0,0,0.211,0
53-1,Y,Y,Y,Y,MALL,M,PA,67,1,Lebanon,North Cornwall Township,Unknown,40.30018619,-76.42824773,10/13/2021,Adult,Unknown,Unknown,Unknown,Unknown,7.7,0.0052,0.0032,0.00709999999999999,0.0016,0.0016,0.0015,0.002,0.0035,0.0014,0.0014,0.0017,5.200000000000001e-4,0.00709999999999999,0,0.0022,6.8e-4,0.00093000000000000005,0,0.00093000000000000005,9.1e-4,0,9.1e-4,0.0013,0.0022,7.5e-4,0.0024,204,1.94,0,0,0,0,0,0,0.195,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.53,0,0,0,0,0,0.398,0,0,0,0.193,0,0,0,0,0,0.649,0,0,0,0,0,0,0.765,0,0,4.78,0,0.442,3.13,0,0,0,0.153,0.765,0,0,0,0,0,0,6.93,15.9,0.652,0,0.735,0,0,0.511,0,0,0.201,0,0,0.592,0,0,0,0.217,0,0.359,0,0.342,0,0.206,0,0,0,0,5.67,2.88,0.09,0.327,0,0,0.585,0,0,0,0.319,17.2,0.419,0,0,0,5.8,0.229,0,0,0.104,0,34.1,0.084,0,2.72,0.764,1.54,0.48,0,0.275,0,0.148,1.23,0,9.99,0.926,1.37,0,0.153,0.19,0,1.59,1.37,0,13.3,12.9,4.02,0,0,0,0,0.521,0.152,1.76,10.3,2.61,7.51,0.2,0.202,10.2,0,0.35,0.991,0,0.397,4.54,0.318,1.32,0,0,0,9.61,0,60.3,164,1.94,0.195,48.2,69.3,0,6.18,32.8,31.7,10.9,2.93,0,0,0,0.211,52.572,4.37,0,0,0,4.47,0,1.79,0,0,3.61,7.22,0.162,2.73,1.103,0,0,0,0,0,0.841,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.58,0,0,0,0,0,0.711,0.247,0.562,0,0,0,0,0,0,0,0,1.09,0,0,10.4,0,0,0,0.341,0.625,0.366
57-1,Y,Y,Y,Y,MALL,M,NY,83,1,Essex,Westport,Cole Island,44.14144,-73.42124,10/13/2021,Adult,Unknown,Unknown,Unknown,Unknown,28.8,5.8e-4,0.0013,0.0022,0,0,0,3e-4,3e-4,1.7999999999999998e-4,1.7999999999999998e-4,2.1e-4,0,7.8e-4,0,0,2.6000000000000003e-4,4.7e-4,0,0,5.3e-4,0,0,5.5e-4,4.8e-4,3.5999999999999997e-4,9.2e-4,83.2,0.907,0,0,0,0,0,0,0,0,0,0,0.10400000000000004,0,0,0,0,0,0,0,0,0,0,0.189,0,0,0,0,0,0,0,0,0,0.098,0,0,0,0,0,0.055,0,0,0,0,0,0,0.08,0,0,2.2,0,0.168,0.289,0,0,0,0,0.563,0,0,0,0,0,0,4.29,12.2,0.104,0,0.29,0,0,0.349,0,0,0,0,0,0.174,0,0,0,0.225,0,0,0,0.073,0,0,0,0,0,0,1.19,1.15,0,0.048,0,0,0.245,0,0.047,0,0,4.52,0.112,0,0,0,2.9,0.047,0,0,0,0,17.4,0.06,0,2.5,0.482,0.219,0.169,0,0.095,0.037,0.111,0.778,0,4.7,0.252,0.447,0,0,0,0,0.176,0.303,0,1.65,4.41,1.06,0,0,0,0,0.282,0,0.603,4.32,1.3,2.48,0.075,0.067,4.12,0,0.058,0.234,0,0.205,2.13,0.054,0.636,0,0,0,0.718,0,11.9,44.5,0.907,0,13.9,30.8,0,2.82,12.6,18.6,3.37,0.189,0,0,0,0.257,14.672,2.3,0,0,0,0.534,0,0,0,0,0.725,0.159,0.065,0.414,0.422,0,0,0,0,0,0.227,0,0,0,0,0,0,0,0,3.94,0,0,0,0,0,0,0,2.51,0.114,0,0,0,0,0.719,0,0.356,0,0,0,0,0,0.881,0,0,1.12,0,0.098,3.57,0,0,0,0.249,0.294,0.419
58-1,Y,Y,Y,Y,CAGO,Unknown,NY,83,1,Essex,Westport,Cole Island,44.14144,-73.42124,10/13/2021,Adult,Unknown,Unknown,Unknown,Unknown,0,3.9e-4,7.7e-5,4.2e-4,0,0,0,1.7999999999999998e-4,4.6e-4,1.2e-4,0,2.8000000000000003e-4,3.8e-4,4.9e-4,2.2e-4,0.0021,2.4e-4,1.7e-4,1.1e-4,9.9e-4,0.0011,0,0.0011,0.0012,0.002,2.9e-4,0.0067,1.46,0.063,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.109,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.6,0,0,0,0,0,0,0,0,0,0,0,0,0.16,0,0,0,0,0,0,0,0,0,0.311,0.14,0.081,0,0,0,0,0,0,0,0.094,0,0.108,0,0,0,0,0,0,0,0,0.166,0,0,0,0,0,0,0,0,3.31,0.063,0,0.692,0.6,0,0,0,0.109,0,0,0,0,0,0,0.263,0,0,0,0,0,0,0,0,0,0.132,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.119,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.131,0,0,0,0,0,0,0,0.15,0
6,Y,Y,Y,Y,MALL,Unknown,NY,60,1,Wyoming,Arcade,5859 Stinson Road,42.61532964,-78.35637708,10/16/2021,Unknown,Unknown,Unknown,Unknown,Unknown,0,2.9e-5,1.4e-4,1.4e-4,0,0,0,0,0,0,0,0,0,0,0,0,1.5e-4,0,0,1.5e-4,0,0,0,0,0,0,3.1e-4,0.606,0,0,0,0,0,0,0,0,0,0,0,0.07900000000000001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.094,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.119,0,0,0,0,0,0,0,0,0,0,0.19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.086,0.074,0,0,0,0,0,0,0,0,0,0,0.04,0,0,0.043,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.516,0,0,0.16,0.309,0,0,0.043,0.094,0,0,0,0,0,0.121,1.472,0,0,0,0,0,0,0,0,0,0.096,0,0,0.044,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.389,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.242,0,0,0,0,0,0,0,0,0,0,0.43,0,0,0.525,0,0,0,0,0,0
62-3,Y,Y,Y,Y,WODU,M,PA,61/62,2,Lawrence,New Castle,Unknown,40.96172411,-80.37703404,10/13/2021,Adult,Unknown,Unknown,Unknown,Unknown,13.5,4.8e-4,1.7e-4,0.0014,0,6.6e-5,1.7999999999999998e-4,3.3e-4,0.002,1.3000000000000002e-4,4.9e-4,3.9e-4,5.7e-4,3.2e-4,2.3e-4,0.0027,2.7e-4,1.3000000000000002e-4,1.3000000000000002e-4,0.001,0.0015,0,0.0015,0.001,0.0021,7.199999999999999e-4,0.0023,20,0.227,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.069,0,0,0.068,0,0,0,0,0,0,0,0,0,0,0,0.159,0.532,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.244,0.228,0,0,0,0,0,0,0,0,0,1.98,0.194,0,0,0,0.513,0,0,0,0,0,3,0,0,0.1,0,0.147,0.071,0,0,0,0,0.112,0,1.27,0.202,0.191,0,0.079,0,0,0.254,0.156,0,3.62,1.93,0.701,0,0,0,0,0.058,0,0.207,0.97,0.277,1.17,0,0,0.947,0,0,0.091,0,0,0.406,0,0,0,0,0,0,0,2.44,33.5,0.227,0,8.59,6.35,0,0.406,3.36,0.935,0.137,0,0,0,0,0,0.906,0,0,0,0,0,0,0,0,0,0,0.255,0,0.167,0.078,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.68,0.102,0,0,0,0,0.16,0,0.166,0,0,0,0,0,0,0,0,0.224,0,0,0.869,0,0,0,0,0.223,0.09600000000000002
64-1,Y,Y,Y,Y,WODU,M,PA,61/62,3,Erie,Waterford,"State Gamelands No 109, Donation Road",42.00113346,-79.99687948,10/14/2021,Adult,Unknown,Unknown,Unknown,Unknown,4.5,1.7999999999999997e-5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.7999999999999998e-4,0,0,0,0,0,0,0,0,0,0,1.66,0.08,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.123,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.225,0,0,0,0,0.076,0,0,0,0,0,0.486,0,0,0,0,0,0,0,0,0,0,0,0,0.091,0,0,0,0,0,0,0,0,0,0.244,0.265,0.066,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.092,0,0,0,0,0,0,2.41,0.08,0,0.666,0.787,0,0,0,0.123,0,0,0,0,0,0,2.53,0,0,0,0,0,0,0,0,0,2.35,0.306,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.36,0.092,0,0,0,0,0.125,0,0.107,0,0,0,0,0,0,0,0,0.336,0,0,1.02,0,0,0,0.118,0.234,0
69-1,Y,Y,Y,Y,WODU,M,NY,58,2,Columbia,Ancram,New Forge Road,42.11115352,-73.6742602,10/16/2021,Juvenile,Unknown,Unknown,Unknown,Unknown,7.7,2.7e-4,1.3000000000000002e-4,3e-4,0,0,0,1.4e-4,3.2e-4,1e-4,1e-4,1.7e-4,2.4e-4,2.1e-4,1.5e-4,6.3e-4,1.7999999999999998e-4,1.2e-4,0,4.3e-4,8.399999999999999e-4,0,0,5.600000000000001e-4,0.0012,2.7e-4,7e-4,1.63,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.145,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.222,0,0,0,0,0.059,0,0,0,0,0,0.433,0,0,0,0,0,0,0,0,0,0,0,0,0.095,0,0,0,0,0,0,0,0,0,0.239,0.162,0,0,0,0,0,0,0,0,0.152,0,0,0,0,0.125,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0.496,0.714,0,0,0.277,0.145,0,0,0,0,0,0,2.15,0,0,0,0,0,0,0,0,0,0.157,0.593,0,0.13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.13,0.107,0,0,0,0,0.19,0,0.163,0,0,0,0,0,0,0,0,0.295,0,0,0.474,0,0,0,0.114,0.211,0.23800000000000004
7,Y,Y,Y,Y,WODU,Unknown,NY,60,1,Wyoming,Arcade,5859 Stinson Road,42.61532964,-78.35637708,10/19/2021,Unknown,Unknown,Unknown,Unknown,Unknown,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.422,0,0,0,0,0,0,0,0,0,0,0,0.26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.088,0,0,0,0,0,0,0,0,0,0,0.167,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.102,0.065,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.612,0,0,0.167,0.255,0,0,0,0,0,0,0,0,0,0,1.192,0,0,0,0,0,0,0,0,0,0,0.078,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.418,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.122,0,0,0.175,0,0,0,0,0,0
