,TagNo,LabNo,SPP,Sex,Weight,Condition,Analysis_Date,Analysis_Time,Sample_Type,Analyte,Result,Detect,Result_Qualifier,Result_Unit,LOQ,Reporting_Limit,SDG,Remarks,CAS_Number,Location,Length,Sample_Date,Sample_ID,Prep
14627,NA,L40006-61,NA,NA,NA,NA,20231124,1308,Sample,8PCB204,NA,N,U,ng/g,0.454,0.035,WG87326,NA,74472-52-9,NA,NA,24-Dec-21,205-1,NA
14628,NA,L40006-61,NA,NA,NA,NA,20231124,1308,Sample,8PCB205,0.045,Y,K J,ng/g,0.452,0.0372,WG87326,NA,74472-53-0,NA,NA,24-Dec-21,205-1,NA
14629,NA,L40006-61,NA,NA,NA,NA,20231124,1308,Sample,9PCB206,0.625,Y,NA,ng/g,0.45,0.132,WG87326,NA,40186-72-9,NA,NA,24-Dec-21,205-1,NA
14630,NA,L40006-61,NA,NA,NA,NA,20231124,1308,Sample,9PCB207,NA,N,U,ng/g,0.45,0.0999,WG87326,NA,52663-79-3,NA,NA,24-Dec-21,205-1,NA
14631,NA,L40006-61,NA,NA,NA,NA,20231124,1308,Sample,9PCB208,0.199,Y,J,ng/g,0.455,0.0999,WG87326,NA,52663-77-1,NA,NA,24-Dec-21,205-1,NA
14632,NA,L40006-61,NA,NA,NA,NA,20231124,1308,Sample,10PCB209,0.503,Y,NA,ng/g,0.452,0.0711,WG87326,NA,2051-24-3,NA,NA,24-Dec-21,205-1,NA
15623,NA,L40006-61,NA,NA,NA,NA,20231110,0800,Sample,% Moisture,60.6,Y,NA,%,NA,NA,WG87326,NA,NA,NA,NA,24-Dec-21,205-1,NA
15624,NA,L40006-61,NA,NA,NA,NA,20231110,0800,Sample,% Lipid,16.9,Y,NA,%,NA,NA,WG87326,NA,NA,NA,NA,24-Dec-21,205-1,NA
11853,NA,L40006-62,NA,NA,NA,NA,20231124,1403,Sample,Total MonoCB,NA,N,U,ng/g,NA,0.0605,WG87326,NA,27323-18-8,NA,NA,24-Dec-21,206-1,NA
11854,NA,L40006-62,NA,NA,NA,NA,20231124,1403,Sample,Total DiCB,NA,N,U,ng/g,NA,0.0565,WG87326,NA,25512-42-9,NA,NA,24-Dec-21,206-1,NA
11855,NA,L40006-62,NA,NA,NA,NA,20231124,1403,Sample,Total TriCB,NA,N,U,ng/g,NA,0.0349,WG87326,NA,25323-68-6,NA,NA,24-Dec-21,206-1,NA
11856,NA,L40006-62,NA,NA,NA,NA,20231124,1403,Sample,Total TetraCB,NA,N,U,ng/g,NA,0.0226,WG87326,NA,26914-33-0,NA,NA,24-Dec-21,206-1,NA
11857,NA,L40006-62,NA,NA,NA,NA,20231124,1403,Sample,Total PentaCB,0.134,Y,NA,ng/g,NA,0.0351,WG87326,NA,25429-29-2,NA,NA,24-Dec-21,206-1,NA
11858,NA,L40006-62,NA,NA,NA,NA,20231124,1403,Sample,Total HexaCB,0.257,Y,NA,ng/g,NA,0.0205,WG87326,NA,26601-64-9,NA,NA,24-Dec-21,206-1,NA
11859,NA,L40006-62,NA,NA,NA,NA,20231124,1403,Sample,Total HeptaCB,0.087,Y,NA,ng/g,NA,0.0501,WG87326,NA,28655-71-2,NA,NA,24-Dec-21,206-1,NA
11860,NA,L40006-62,NA,NA,NA,NA,20231124,1403,Sample,Total OctaCB,NA,N,U,ng/g,NA,0.0835,WG87326,NA,55722-26-4,NA,NA,24-Dec-21,206-1,NA
11861,NA,L40006-62,NA,NA,NA,NA,20231124,1403,Sample,Total NonaCB,NA,N,U,ng/g,NA,0.0774,WG87326,NA,53742-07-7,NA,NA,24-Dec-21,206-1,NA
11862,NA,L40006-62,NA,NA,NA,NA,20231124,1403,Sample,DecaCB,NA,N,U,ng/g,NA,0.0534,WG87326,NA,2051-24-3,NA,NA,24-Dec-21,206-1,NA
11863,NA,L40006-62,NA,NA,NA,NA,20231124,1403,Sample,TOTAL PCBs,0.478,Y,NA,ng/g,NA,0.0205,WG87326,NA,1336-36-3,NA,NA,24-Dec-21,206-1,NA
12031,NA,L40006-62,NA,NA,NA,NA,20231124,1403,Sample,Aroclor 1016,NA,N,U,ng/g,NA,0.245,WG87326,NA,12674-11-2,NA,NA,24-Dec-21,206-1,NA
12032,NA,L40006-62,NA,NA,NA,NA,20231124,1403,Sample,Aroclor 1221,NA,N,U,ng/g,NA,0.182,WG87326,NA,11104-28-2,NA,NA,24-Dec-21,206-1,NA
12033,NA,L40006-62,NA,NA,NA,NA,20231124,1403,Sample,Aroclor 1232,NA,N,U,ng/g,NA,0.408,WG87326,NA,11141-16-5,NA,NA,24-Dec-21,206-1,NA
12034,NA,L40006-62,NA,NA,NA,NA,20231124,1403,Sample,Aroclor 1242,NA,N,U,ng/g,NA,0.31,WG87326,NA,53469-21-9,NA,NA,24-Dec-21,206-1,NA
12035,NA,L40006-62,NA,NA,NA,NA,20231124,1403,Sample,Aroclor 1248,NA,N,U,ng/g,NA,0.252,WG87326,NA,12672-29-6,NA,NA,24-Dec-21,206-1,NA
12036,NA,L40006-62,NA,NA,NA,NA,20231124,1403,Sample,Aroclor 1254,NA,N,U,ng/g,NA,0.518,WG87326,NA,11097-69-1,NA,NA,24-Dec-21,206-1,NA
12037,NA,L40006-62,NA,NA,NA,NA,20231124,1403,Sample,Aroclor 1260,0.522,Y,NA,ng/g,NA,0.392,WG87326,NA,11096-82-5,NA,NA,24-Dec-21,206-1,NA
14633,NA,L40006-62,NA,NA,NA,NA,20231124,1403,Sample,1PCB1,NA,N,U,ng/g,0.45,0.0631,WG87326,NA,2051-60-7,NA,NA,24-Dec-21,206-1,NA
14634,NA,L40006-62,NA,NA,NA,NA,20231124,1403,Sample,1PCB2,NA,N,U,ng/g,0.445,0.0605,WG87326,NA,2051-61-8,NA,NA,24-Dec-21,206-1,NA
14635,NA,L40006-62,NA,NA,NA,NA,20231124,1403,Sample,1PCB3,NA,N,U,ng/g,0.445,0.0605,WG87326,NA,2051-62-9,NA,NA,24-Dec-21,206-1,NA
14636,NA,L40006-62,NA,NA,NA,NA,20231124,1403,Sample,2PCB4+10,NA,N,C U,ng/g,0.452,0.109,WG87326,NA,13029-08-8,NA,NA,24-Dec-21,206-1,NA
14637,NA,L40006-62,NA,NA,NA,NA,20231124,1403,Sample,2PCB5+8,NA,N,C U,ng/g,0.456,0.0565,WG87326,NA,16605-91-7,NA,NA,24-Dec-21,206-1,NA
14638,NA,L40006-62,NA,NA,NA,NA,20231124,1403,Sample,2PCB6,NA,N,U,ng/g,0.45,0.0565,WG87326,NA,25569-80-6,NA,NA,24-Dec-21,206-1,NA
14639,NA,L40006-62,NA,NA,NA,NA,20231124,1403,Sample,2PCB7+9,0.218,Y,C K B J,ng/g,0.45,0.0565,WG87326,NA,33284-50-3,NA,NA,24-Dec-21,206-1,NA
14640,NA,L40006-62,NA,NA,NA,NA,20231124,1403,Sample,2PCB11,NA,N,U,ng/g,0.45,0.0565,WG87326,NA,2050-67-1,NA,NA,24-Dec-21,206-1,NA
14641,NA,L40006-62,NA,NA,NA,NA,20231124,1403,Sample,2PCB12+13,NA,N,C U,ng/g,0.45,0.0565,WG87326,NA,2974-92-7,NA,NA,24-Dec-21,206-1,NA
14642,NA,L40006-62,NA,NA,NA,NA,20231124,1403,Sample,2PCB14,NA,N,U,ng/g,0.45,0.0565,WG87326,NA,34883-41-5,NA,NA,24-Dec-21,206-1,NA
14643,NA,L40006-62,NA,NA,NA,NA,20231124,1403,Sample,2PCB15,NA,N,U,ng/g,0.45,0.061,WG87326,NA,2050-68-2,NA,NA,24-Dec-21,206-1,NA
14644,NA,L40006-62,NA,NA,NA,NA,20231124,1403,Sample,3PCB16+32,NA,N,C U,ng/g,0.446,0.0816,WG87326,NA,38444-78-9,NA,NA,24-Dec-21,206-1,NA
14645,NA,L40006-62,NA,NA,NA,NA,20231124,1403,Sample,3PCB17,NA,N,U,ng/g,0.446,0.0816,WG87326,NA,37680-66-3,NA,NA,24-Dec-21,206-1,NA
14646,NA,L40006-62,NA,NA,NA,NA,20231124,1403,Sample,3PCB18,NA,N,U,ng/g,0.453,0.0816,WG87326,NA,37680-65-2,NA,NA,24-Dec-21,206-1,NA
14647,NA,L40006-62,NA,NA,NA,NA,20231124,1403,Sample,3PCB19,NA,N,U,ng/g,0.453,0.0935,WG87326,NA,38444-73-4,NA,NA,24-Dec-21,206-1,NA
14648,NA,L40006-62,NA,NA,NA,NA,20231124,1403,Sample,3PCB20+21+33,NA,N,C U,ng/g,0.446,0.0349,WG87326,NA,38444-84-7,NA,NA,24-Dec-21,206-1,NA
14649,NA,L40006-62,NA,NA,NA,NA,20231124,1403,Sample,3PCB22,NA,N,U,ng/g,0.446,0.0349,WG87326,NA,38444-85-8,NA,NA,24-Dec-21,206-1,NA
14650,NA,L40006-62,NA,NA,NA,NA,20231124,1403,Sample,3PCB23+34,NA,N,C U,ng/g,0.446,0.0486,WG87326,NA,55720-44-0,NA,NA,24-Dec-21,206-1,NA
14651,NA,L40006-62,NA,NA,NA,NA,20231124,1403,Sample,3PCB24+27,NA,N,C U,ng/g,0.446,0.0816,WG87326,NA,55702-45-9,NA,NA,24-Dec-21,206-1,NA
14652,NA,L40006-62,NA,NA,NA,NA,20231124,1403,Sample,3PCB25,NA,N,U,ng/g,0.446,0.0486,WG87326,NA,55712-37-3,NA,NA,24-Dec-21,206-1,NA
14653,NA,L40006-62,NA,NA,NA,NA,20231124,1403,Sample,3PCB26,NA,N,U,ng/g,0.446,0.0486,WG87326,NA,38444-81-4,NA,NA,24-Dec-21,206-1,NA
14654,NA,L40006-62,NA,NA,NA,NA,20231124,1403,Sample,3PCB28,NA,N,U,ng/g,0.451,0.0559,WG87326,NA,7012-37-5,NA,NA,24-Dec-21,206-1,NA
14655,NA,L40006-62,NA,NA,NA,NA,20231124,1403,Sample,3PCB29,NA,N,U,ng/g,0.446,0.0486,WG87326,NA,15862-07-4,NA,NA,24-Dec-21,206-1,NA
14656,NA,L40006-62,NA,NA,NA,NA,20231124,1403,Sample,3PCB30,NA,N,U,ng/g,0.446,0.0816,WG87326,NA,35693-92-6,NA,NA,24-Dec-21,206-1,NA
14657,NA,L40006-62,NA,NA,NA,NA,20231124,1403,Sample,3PCB31,NA,N,U,ng/g,0.446,0.0486,WG87326,NA,16606-02-3,NA,NA,24-Dec-21,206-1,NA
14658,NA,L40006-62,NA,NA,NA,NA,20231124,1403,Sample,3PCB35,NA,N,U,ng/g,0.446,0.0409,WG87326,NA,37680-69-6,NA,NA,24-Dec-21,206-1,NA
14659,NA,L40006-62,NA,NA,NA,NA,20231124,1403,Sample,3PCB36,NA,N,U,ng/g,0.446,0.0349,WG87326,NA,38444-87-0,NA,NA,24-Dec-21,206-1,NA
14660,NA,L40006-62,NA,NA,NA,NA,20231124,1403,Sample,3PCB37,NA,N,U,ng/g,0.452,0.0409,WG87326,NA,38444-90-5,NA,NA,24-Dec-21,206-1,NA
14661,NA,L40006-62,NA,NA,NA,NA,20231124,1403,Sample,3PCB38,NA,N,U,ng/g,0.446,0.0409,WG87326,NA,53555-66-1,NA,NA,24-Dec-21,206-1,NA
14662,NA,L40006-62,NA,NA,NA,NA,20231124,1403,Sample,3PCB39,NA,N,U,ng/g,0.446,0.0349,WG87326,NA,38444-88-1,NA,NA,24-Dec-21,206-1,NA
14663,NA,L40006-62,NA,NA,NA,NA,20231124,1403,Sample,4PCB40,NA,N,U,ng/g,0.447,0.0925,WG87326,NA,38444-93-8,NA,NA,24-Dec-21,206-1,NA
14664,NA,L40006-62,NA,NA,NA,NA,20231124,1403,Sample,4PCB41+64+68+71,NA,N,C U,ng/g,0.447,0.0426,WG87326,NA,52663-59-9,NA,NA,24-Dec-21,206-1,NA
14665,NA,L40006-62,NA,NA,NA,NA,20231124,1403,Sample,4PCB42+59,NA,N,C U,ng/g,0.447,0.0426,WG87326,NA,36559-22-5,NA,NA,24-Dec-21,206-1,NA
14666,NA,L40006-62,NA,NA,NA,NA,20231124,1403,Sample,4PCB43+49,NA,N,C U,ng/g,0.451,0.0321,WG87326,NA,70362-46-8,NA,NA,24-Dec-21,206-1,NA
14667,NA,L40006-62,NA,NA,NA,NA,20231124,1403,Sample,4PCB44,NA,N,U,ng/g,0.451,0.0426,WG87326,NA,41464-39-5,NA,NA,24-Dec-21,206-1,NA
14668,NA,L40006-62,NA,NA,NA,NA,20231124,1403,Sample,4PCB45,NA,N,U,ng/g,0.447,0.0373,WG87326,NA,70362-45-7,NA,NA,24-Dec-21,206-1,NA
14669,NA,L40006-62,NA,NA,NA,NA,20231124,1403,Sample,4PCB46,NA,N,U,ng/g,0.447,0.0373,WG87326,NA,41464-47-5,NA,NA,24-Dec-21,206-1,NA
14670,NA,L40006-62,NA,NA,NA,NA,20231124,1403,Sample,4PCB47+48+75,NA,N,C U,ng/g,0.447,0.0373,WG87326,NA,2437-79-8,NA,NA,24-Dec-21,206-1,NA
14671,NA,L40006-62,NA,NA,NA,NA,20231124,1403,Sample,4PCB50,NA,N,U,ng/g,0.447,0.0309,WG87326,NA,62796-65-0,NA,NA,24-Dec-21,206-1,NA
14672,NA,L40006-62,NA,NA,NA,NA,20231124,1403,Sample,4PCB51,NA,N,U,ng/g,0.447,0.0373,WG87326,NA,68194-04-7,NA,NA,24-Dec-21,206-1,NA
14673,NA,L40006-62,NA,NA,NA,NA,20231124,1403,Sample,4PCB52+73,NA,N,C U,ng/g,0.448,0.0373,WG87326,NA,35693-99-3,NA,NA,24-Dec-21,206-1,NA
14674,NA,L40006-62,NA,NA,NA,NA,20231124,1403,Sample,4PCB53,NA,N,U,ng/g,0.447,0.0373,WG87326,NA,41464-41-9,NA,NA,24-Dec-21,206-1,NA
14675,NA,L40006-62,NA,NA,NA,NA,20231124,1403,Sample,4PCB54,NA,N,U,ng/g,0.45,0.0309,WG87326,NA,15968-05-5,NA,NA,24-Dec-21,206-1,NA
14676,NA,L40006-62,NA,NA,NA,NA,20231124,1403,Sample,4PCB55,NA,N,U,ng/g,0.447,0.0452,WG87326,NA,74338-24-2,NA,NA,24-Dec-21,206-1,NA
14677,NA,L40006-62,NA,NA,NA,NA,20231124,1403,Sample,4PCB56+60,NA,N,C U,ng/g,0.451,0.0452,WG87326,NA,41464-43-1,NA,NA,24-Dec-21,206-1,NA
14678,NA,L40006-62,NA,NA,NA,NA,20231124,1403,Sample,4PCB57,NA,N,U,ng/g,0.447,0.0925,WG87326,NA,70424-67-8,NA,NA,24-Dec-21,206-1,NA
14679,NA,L40006-62,NA,NA,NA,NA,20231124,1403,Sample,4PCB58,NA,N,U,ng/g,0.447,0.0925,WG87326,NA,41464-49-7,NA,NA,24-Dec-21,206-1,NA
14680,NA,L40006-62,NA,NA,NA,NA,20231124,1403,Sample,4PCB61+74,NA,N,C U,ng/g,0.447,0.0459,WG87326,NA,33284-53-6,NA,NA,24-Dec-21,206-1,NA
14681,NA,L40006-62,NA,NA,NA,NA,20231124,1403,Sample,4PCB62+65,NA,N,C U,ng/g,0.447,0.0373,WG87326,NA,54230-22-7,NA,NA,24-Dec-21,206-1,NA
14682,NA,L40006-62,NA,NA,NA,NA,20231124,1403,Sample,4PCB63,NA,N,U,ng/g,0.447,0.0459,WG87326,NA,74472-34-7,NA,NA,24-Dec-21,206-1,NA
14683,NA,L40006-62,NA,NA,NA,NA,20231124,1403,Sample,4PCB66+80,NA,N,C U,ng/g,0.447,0.0459,WG87326,NA,32598-10-0,NA,NA,24-Dec-21,206-1,NA
14684,NA,L40006-62,NA,NA,NA,NA,20231124,1403,Sample,4PCB67,NA,N,U,ng/g,0.447,0.0925,WG87326,NA,73575-53-8,NA,NA,24-Dec-21,206-1,NA
14685,NA,L40006-62,NA,NA,NA,NA,20231124,1403,Sample,4PCB69,NA,N,U,ng/g,0.447,0.0373,WG87326,NA,60233-24-1,NA,NA,24-Dec-21,206-1,NA
14686,NA,L40006-62,NA,NA,NA,NA,20231124,1403,Sample,4PCB70+76,NA,N,C U,ng/g,0.447,0.0459,WG87326,NA,32598-11-1,NA,NA,24-Dec-21,206-1,NA
14687,NA,L40006-62,NA,NA,NA,NA,20231124,1403,Sample,4PCB72,NA,N,U,ng/g,0.447,0.0426,WG87326,NA,41464-42-0,NA,NA,24-Dec-21,206-1,NA
14688,NA,L40006-62,NA,NA,NA,NA,20231124,1403,Sample,4PCB77,NA,N,U,ng/g,0.447,0.0226,WG87326,NA,32598-13-3,NA,NA,24-Dec-21,206-1,NA
14689,NA,L40006-62,NA,NA,NA,NA,20231124,1403,Sample,4PCB78,NA,N,U,ng/g,0.447,0.0226,WG87326,NA,70362-49-1,NA,NA,24-Dec-21,206-1,NA
14690,NA,L40006-62,NA,NA,NA,NA,20231124,1403,Sample,4PCB79,NA,N,U,ng/g,0.447,0.0226,WG87326,NA,41464-48-6,NA,NA,24-Dec-21,206-1,NA
14691,NA,L40006-62,NA,NA,NA,NA,20231124,1403,Sample,4PCB81,NA,N,U,ng/g,0.447,0.0226,WG87326,NA,70362-50-4,NA,NA,24-Dec-21,206-1,NA
14692,NA,L40006-62,NA,NA,NA,NA,20231124,1403,Sample,5PCB82,NA,N,U,ng/g,0.446,0.0518,WG87326,NA,52663-62-4,NA,NA,24-Dec-21,206-1,NA
14693,NA,L40006-62,NA,NA,NA,NA,20231124,1403,Sample,5PCB83+108,NA,N,C U,ng/g,0.446,0.0533,WG87326,NA,60145-20-2,NA,NA,24-Dec-21,206-1,NA
14694,NA,L40006-62,NA,NA,NA,NA,20231124,1403,Sample,5PCB84,NA,N,U,ng/g,0.446,0.0481,WG87326,NA,52663-60-2,NA,NA,24-Dec-21,206-1,NA
14695,NA,L40006-62,NA,NA,NA,NA,20231124,1403,Sample,5PCB85+120,NA,N,C U,ng/g,0.446,0.0518,WG87326,NA,65510-45-4,NA,NA,24-Dec-21,206-1,NA
14696,NA,L40006-62,NA,NA,NA,NA,20231124,1403,Sample,5PCB86+97,NA,N,C U,ng/g,0.446,0.0518,WG87326,NA,55312-69-1,NA,NA,24-Dec-21,206-1,NA
14697,NA,L40006-62,NA,NA,NA,NA,20231124,1403,Sample,5PCB87+115+116,NA,N,C U,ng/g,0.453,0.0518,WG87326,NA,38380-02-8,NA,NA,24-Dec-21,206-1,NA
14698,NA,L40006-62,NA,NA,NA,NA,20231124,1403,Sample,5PCB88+121,NA,N,C U,ng/g,0.446,0.0521,WG87326,NA,55215-17-3,NA,NA,24-Dec-21,206-1,NA
14699,NA,L40006-62,NA,NA,NA,NA,20231124,1403,Sample,5PCB89+90+101,NA,N,C U,ng/g,0.446,0.0481,WG87326,NA,73575-57-2,NA,NA,24-Dec-21,206-1,NA
14700,NA,L40006-62,NA,NA,NA,NA,20231124,1403,Sample,5PCB91,NA,N,U,ng/g,0.446,0.0521,WG87326,NA,68194-05-8,NA,NA,24-Dec-21,206-1,NA
14701,NA,L40006-62,NA,NA,NA,NA,20231124,1403,Sample,5PCB92,NA,N,U,ng/g,0.446,0.0481,WG87326,NA,52663-61-3,NA,NA,24-Dec-21,206-1,NA
14702,NA,L40006-62,NA,NA,NA,NA,20231124,1403,Sample,5PCB93+95,NA,N,C U,ng/g,0.45,0.0521,WG87326,NA,73575-56-1,NA,NA,24-Dec-21,206-1,NA
14703,NA,L40006-62,NA,NA,NA,NA,20231124,1403,Sample,5PCB94,NA,N,U,ng/g,0.446,0.0521,WG87326,NA,73575-55-0,NA,NA,24-Dec-21,206-1,NA
14704,NA,L40006-62,NA,NA,NA,NA,20231124,1403,Sample,5PCB96,NA,N,U,ng/g,0.446,0.0521,WG87326,NA,73575-54-9,NA,NA,24-Dec-21,206-1,NA
14705,NA,L40006-62,NA,NA,NA,NA,20231124,1403,Sample,5PCB98+102,NA,N,C U,ng/g,0.446,0.0521,WG87326,NA,60233-25-2,NA,NA,24-Dec-21,206-1,NA
14706,NA,L40006-62,NA,NA,NA,NA,20231124,1403,Sample,5PCB99,NA,N,U,ng/g,0.449,0.0443,WG87326,NA,38380-01-7,NA,NA,24-Dec-21,206-1,NA
14707,NA,L40006-62,NA,NA,NA,NA,20231124,1403,Sample,5PCB100,NA,N,U,ng/g,0.446,0.0521,WG87326,NA,39485-83-1,NA,NA,24-Dec-21,206-1,NA
14708,NA,L40006-62,NA,NA,NA,NA,20231124,1403,Sample,5PCB103,NA,N,U,ng/g,0.446,0.0521,WG87326,NA,60145-21-3,NA,NA,24-Dec-21,206-1,NA
14709,NA,L40006-62,NA,NA,NA,NA,20231124,1403,Sample,5PCB104,NA,N,U,ng/g,0.446,0.0356,WG87326,NA,56558-16-8,NA,NA,24-Dec-21,206-1,NA
14710,NA,L40006-62,NA,NA,NA,NA,20231124,1403,Sample,5PCB105+127,0.043,Y,C J,ng/g,0.447,0.0351,WG87326,NA,32598-14-4,NA,NA,24-Dec-21,206-1,NA
14711,NA,L40006-62,NA,NA,NA,NA,20231124,1403,Sample,5PCB106+118,0.091,Y,C J,ng/g,0.453,0.0373,WG87326,NA,70424-69-0,NA,NA,24-Dec-21,206-1,NA
14712,NA,L40006-62,NA,NA,NA,NA,20231124,1403,Sample,5PCB107+109,NA,N,C U,ng/g,0.446,0.0351,WG87326,NA,70424-68-9,NA,NA,24-Dec-21,206-1,NA
14713,NA,L40006-62,NA,NA,NA,NA,20231124,1403,Sample,5PCB110,NA,N,U,ng/g,0.45,0.0351,WG87326,NA,38380-03-9,NA,NA,24-Dec-21,206-1,NA
14714,NA,L40006-62,NA,NA,NA,NA,20231124,1403,Sample,5PCB111+117,NA,N,C U,ng/g,0.446,0.0518,WG87326,NA,39635-32-0,NA,NA,24-Dec-21,206-1,NA
14715,NA,L40006-62,NA,NA,NA,NA,20231124,1403,Sample,5PCB112,NA,N,U,ng/g,0.446,0.0533,WG87326,NA,74472-36-9,NA,NA,24-Dec-21,206-1,NA
14716,NA,L40006-62,NA,NA,NA,NA,20231124,1403,Sample,5PCB113,NA,N,U,ng/g,0.446,0.0481,WG87326,NA,68194-10-5,NA,NA,24-Dec-21,206-1,NA
14717,NA,L40006-62,NA,NA,NA,NA,20231124,1403,Sample,5PCB114,NA,N,U,ng/g,0.453,0.0356,WG87326,NA,74472-37-0,NA,NA,24-Dec-21,206-1,NA
14718,NA,L40006-62,NA,NA,NA,NA,20231124,1403,Sample,5PCB119,NA,N,U,ng/g,0.446,0.0443,WG87326,NA,56558-17-9,NA,NA,24-Dec-21,206-1,NA
14719,NA,L40006-62,NA,NA,NA,NA,20231124,1403,Sample,5PCB122,NA,N,U,ng/g,0.446,0.0356,WG87326,NA,76842-07-4,NA,NA,24-Dec-21,206-1,NA
14720,NA,L40006-62,NA,NA,NA,NA,20231124,1403,Sample,5PCB123,NA,N,U,ng/g,0.446,0.0373,WG87326,NA,65510-44-3,NA,NA,24-Dec-21,206-1,NA
14721,NA,L40006-62,NA,NA,NA,NA,20231124,1403,Sample,5PCB124,NA,N,U,ng/g,0.446,0.0351,WG87326,NA,70424-70-3,NA,NA,24-Dec-21,206-1,NA
14722,NA,L40006-62,NA,NA,NA,NA,20231124,1403,Sample,5PCB125,NA,N,U,ng/g,0.446,0.0518,WG87326,NA,74472-39-2,NA,NA,24-Dec-21,206-1,NA
14723,NA,L40006-62,NA,NA,NA,NA,20231124,1403,Sample,5PCB126,NA,N,U,ng/g,0.45,0.0363,WG87326,NA,57465-28-8,NA,NA,24-Dec-21,206-1,NA
14724,NA,L40006-62,NA,NA,NA,NA,20231124,1403,Sample,6PCB128,NA,N,U,ng/g,0.446,0.0543,WG87326,NA,38380-07-3,NA,NA,24-Dec-21,206-1,NA
14725,NA,L40006-62,NA,NA,NA,NA,20231124,1403,Sample,6PCB129,NA,N,U,ng/g,0.446,0.0543,WG87326,NA,55215-18-4,NA,NA,24-Dec-21,206-1,NA
14726,NA,L40006-62,NA,NA,NA,NA,20231124,1403,Sample,6PCB130,NA,N,U,ng/g,0.446,0.0543,WG87326,NA,52663-66-8,NA,NA,24-Dec-21,206-1,NA
14727,NA,L40006-62,NA,NA,NA,NA,20231124,1403,Sample,6PCB131+142,NA,N,C U,ng/g,0.446,0.0358,WG87326,NA,61798-70-7,NA,NA,24-Dec-21,206-1,NA
14728,NA,L40006-62,NA,NA,NA,NA,20231124,1403,Sample,6PCB132+168,NA,N,C U,ng/g,0.446,0.0485,WG87326,NA,38380-05-1,NA,NA,24-Dec-21,206-1,NA
14729,NA,L40006-62,NA,NA,NA,NA,20231124,1403,Sample,6PCB133,NA,N,U,ng/g,0.446,0.0358,WG87326,NA,35694-04-3,NA,NA,24-Dec-21,206-1,NA
14730,NA,L40006-62,NA,NA,NA,NA,20231124,1403,Sample,6PCB134+143,NA,N,C U,ng/g,0.446,0.0358,WG87326,NA,52704-70-8,NA,NA,24-Dec-21,206-1,NA
14731,NA,L40006-62,NA,NA,NA,NA,20231124,1403,Sample,6PCB135+144,NA,N,C U,ng/g,0.446,0.0358,WG87326,NA,52744-13-5,NA,NA,24-Dec-21,206-1,NA
14732,NA,L40006-62,NA,NA,NA,NA,20231124,1403,Sample,6PCB136,NA,N,U,ng/g,0.446,0.0286,WG87326,NA,38411-22-2,NA,NA,24-Dec-21,206-1,NA
14733,NA,L40006-62,NA,NA,NA,NA,20231124,1403,Sample,6PCB137,NA,N,U,ng/g,0.446,0.0543,WG87326,NA,35694-06-5,NA,NA,24-Dec-21,206-1,NA
14734,NA,L40006-62,NA,NA,NA,NA,20231124,1403,Sample,6PCB138+163+164,0.074,Y,C J,ng/g,0.448,0.0543,WG87326,NA,35065-28-2,NA,NA,24-Dec-21,206-1,NA
14735,NA,L40006-62,NA,NA,NA,NA,20231124,1403,Sample,6PCB139+149,NA,N,C U,ng/g,0.451,0.0358,WG87326,NA,56030-56-9,NA,NA,24-Dec-21,206-1,NA
14736,NA,L40006-62,NA,NA,NA,NA,20231124,1403,Sample,6PCB140,NA,N,U,ng/g,0.446,0.0358,WG87326,NA,59291-64-4,NA,NA,24-Dec-21,206-1,NA
14737,NA,L40006-62,NA,NA,NA,NA,20231124,1403,Sample,6PCB141,NA,N,U,ng/g,0.446,0.0543,WG87326,NA,52712-04-6,NA,NA,24-Dec-21,206-1,NA
14738,NA,L40006-62,NA,NA,NA,NA,20231124,1403,Sample,6PCB145,NA,N,U,ng/g,0.446,0.0286,WG87326,NA,74472-40-5,NA,NA,24-Dec-21,206-1,NA
14739,NA,L40006-62,NA,NA,NA,NA,20231124,1403,Sample,6PCB146,NA,N,U,ng/g,0.446,0.033,WG87326,NA,51908-16-8,NA,NA,24-Dec-21,206-1,NA
14740,NA,L40006-62,NA,NA,NA,NA,20231124,1403,Sample,6PCB147,NA,N,U,ng/g,0.446,0.0358,WG87326,NA,68194-13-8,NA,NA,24-Dec-21,206-1,NA
14741,NA,L40006-62,NA,NA,NA,NA,20231124,1403,Sample,6PCB148,NA,N,U,ng/g,0.446,0.0286,WG87326,NA,74472-41-6,NA,NA,24-Dec-21,206-1,NA
14742,NA,L40006-62,NA,NA,NA,NA,20231124,1403,Sample,6PCB150,NA,N,U,ng/g,0.446,0.0286,WG87326,NA,68194-08-1,NA,NA,24-Dec-21,206-1,NA
14743,NA,L40006-62,NA,NA,NA,NA,20231124,1403,Sample,6PCB151,NA,N,U,ng/g,0.451,0.0391,WG87326,NA,52663-63-5,NA,NA,24-Dec-21,206-1,NA
14744,NA,L40006-62,NA,NA,NA,NA,20231124,1403,Sample,6PCB152,NA,N,U,ng/g,0.446,0.0286,WG87326,NA,68194-09-2,NA,NA,24-Dec-21,206-1,NA
14745,NA,L40006-62,NA,NA,NA,NA,20231124,1403,Sample,6PCB153,0.183,Y,J,ng/g,0.454,0.0485,WG87326,NA,35065-27-1,NA,NA,24-Dec-21,206-1,NA
