,TagNo,LabNo,SPP,Sex,Weight,Condition,Analysis_Date,Analysis_Time,Sample_Type,Analyte,Result,Detect,Result_Qualifier,Result_Unit,LOQ,Reporting_Limit,SDG,Remarks,CAS_Number,Location,Length,Sample_Date,Sample_ID,Prep
8374,NA,WG87328-101,NA,NA,NA,NA,20231109,1756,BLANK,Aroclor 1242,NA,N,U,ng/g,NA,0.117,WG87328,NA,53469-21-9,NA,NA,N/A,Lab Blank,NA
8375,NA,WG87328-101,NA,NA,NA,NA,20231109,1756,BLANK,Aroclor 1248,NA,N,U,ng/g,NA,0.217,WG87328,NA,12672-29-6,NA,NA,N/A,Lab Blank,NA
8376,NA,WG87328-101,NA,NA,NA,NA,20231109,1756,BLANK,Aroclor 1254,NA,N,U,ng/g,NA,0.511,WG87328,NA,11097-69-1,NA,NA,N/A,Lab Blank,NA
8377,NA,WG87328-101,NA,NA,NA,NA,20231109,1756,BLANK,Aroclor 1260,NA,N,U,ng/g,NA,0.121,WG87328,NA,11096-82-5,NA,NA,N/A,Lab Blank,NA
11265,NA,WG87328-101,NA,NA,NA,NA,20231109,1756,BLANK,1PCB1,NA,N,U,ng/g,0.464,0.0348,WG87328,NA,2051-60-7,NA,NA,N/A,Lab Blank,NA
11266,NA,WG87328-101,NA,NA,NA,NA,20231109,1756,BLANK,1PCB2,NA,N,U,ng/g,0.458,0.0334,WG87328,NA,2051-61-8,NA,NA,N/A,Lab Blank,NA
11267,NA,WG87328-101,NA,NA,NA,NA,20231109,1756,BLANK,1PCB3,NA,N,U,ng/g,0.458,0.0334,WG87328,NA,2051-62-9,NA,NA,N/A,Lab Blank,NA
11268,NA,WG87328-101,NA,NA,NA,NA,20231109,1756,BLANK,2PCB4+10,NA,N,C U,ng/g,0.466,0.0586,WG87328,NA,13029-08-8,NA,NA,N/A,Lab Blank,NA
11269,NA,WG87328-101,NA,NA,NA,NA,20231109,1756,BLANK,2PCB5+8,NA,N,C U,ng/g,0.47,0.0306,WG87328,NA,16605-91-7,NA,NA,N/A,Lab Blank,NA
11270,NA,WG87328-101,NA,NA,NA,NA,20231109,1756,BLANK,2PCB6,NA,N,U,ng/g,0.464,0.0306,WG87328,NA,25569-80-6,NA,NA,N/A,Lab Blank,NA
11271,NA,WG87328-101,NA,NA,NA,NA,20231109,1756,BLANK,2PCB7+9,0.415,Y,C K J,ng/g,0.464,0.0306,WG87328,NA,33284-50-3,NA,NA,N/A,Lab Blank,NA
11272,NA,WG87328-101,NA,NA,NA,NA,20231109,1756,BLANK,2PCB11,NA,N,U,ng/g,0.464,0.0306,WG87328,NA,2050-67-1,NA,NA,N/A,Lab Blank,NA
11273,NA,WG87328-101,NA,NA,NA,NA,20231109,1756,BLANK,2PCB12+13,NA,N,C U,ng/g,0.464,0.0306,WG87328,NA,2974-92-7,NA,NA,N/A,Lab Blank,NA
11274,NA,WG87328-101,NA,NA,NA,NA,20231109,1756,BLANK,2PCB14,NA,N,U,ng/g,0.464,0.0306,WG87328,NA,34883-41-5,NA,NA,N/A,Lab Blank,NA
11275,NA,WG87328-101,NA,NA,NA,NA,20231109,1756,BLANK,2PCB15,NA,N,U,ng/g,0.464,0.033,WG87328,NA,2050-68-2,NA,NA,N/A,Lab Blank,NA
11276,NA,WG87328-101,NA,NA,NA,NA,20231109,1756,BLANK,3PCB16+32,NA,N,C U,ng/g,0.459,0.0308,WG87328,NA,38444-78-9,NA,NA,N/A,Lab Blank,NA
11277,NA,WG87328-101,NA,NA,NA,NA,20231109,1756,BLANK,3PCB17,NA,N,U,ng/g,0.459,0.0308,WG87328,NA,37680-66-3,NA,NA,N/A,Lab Blank,NA
11278,NA,WG87328-101,NA,NA,NA,NA,20231109,1756,BLANK,3PCB18,NA,N,U,ng/g,0.466,0.0308,WG87328,NA,37680-65-2,NA,NA,N/A,Lab Blank,NA
11279,NA,WG87328-101,NA,NA,NA,NA,20231109,1756,BLANK,3PCB19,NA,N,U,ng/g,0.467,0.0353,WG87328,NA,38444-73-4,NA,NA,N/A,Lab Blank,NA
11280,NA,WG87328-101,NA,NA,NA,NA,20231109,1756,BLANK,3PCB20+21+33,NA,N,C U,ng/g,0.459,0.0275,WG87328,NA,38444-84-7,NA,NA,N/A,Lab Blank,NA
11281,NA,WG87328-101,NA,NA,NA,NA,20231109,1756,BLANK,3PCB22,NA,N,U,ng/g,0.459,0.0275,WG87328,NA,38444-85-8,NA,NA,N/A,Lab Blank,NA
11282,NA,WG87328-101,NA,NA,NA,NA,20231109,1756,BLANK,3PCB23+34,NA,N,C U,ng/g,0.459,0.0183,WG87328,NA,55720-44-0,NA,NA,N/A,Lab Blank,NA
11283,NA,WG87328-101,NA,NA,NA,NA,20231109,1756,BLANK,3PCB24+27,NA,N,C U,ng/g,0.459,0.0308,WG87328,NA,55702-45-9,NA,NA,N/A,Lab Blank,NA
11284,NA,WG87328-101,NA,NA,NA,NA,20231109,1756,BLANK,3PCB25,NA,N,U,ng/g,0.459,0.0183,WG87328,NA,55712-37-3,NA,NA,N/A,Lab Blank,NA
11285,NA,WG87328-101,NA,NA,NA,NA,20231109,1756,BLANK,3PCB26,NA,N,U,ng/g,0.459,0.0183,WG87328,NA,38444-81-4,NA,NA,N/A,Lab Blank,NA
11286,NA,WG87328-101,NA,NA,NA,NA,20231109,1756,BLANK,3PCB28,NA,N,U,ng/g,0.465,0.0211,WG87328,NA,7012-37-5,NA,NA,N/A,Lab Blank,NA
11287,NA,WG87328-101,NA,NA,NA,NA,20231109,1756,BLANK,3PCB29,NA,N,U,ng/g,0.459,0.0183,WG87328,NA,15862-07-4,NA,NA,N/A,Lab Blank,NA
11288,NA,WG87328-101,NA,NA,NA,NA,20231109,1756,BLANK,3PCB30,NA,N,U,ng/g,0.459,0.0308,WG87328,NA,35693-92-6,NA,NA,N/A,Lab Blank,NA
11289,NA,WG87328-101,NA,NA,NA,NA,20231109,1756,BLANK,3PCB31,NA,N,U,ng/g,0.459,0.0183,WG87328,NA,16606-02-3,NA,NA,N/A,Lab Blank,NA
11290,NA,WG87328-101,NA,NA,NA,NA,20231109,1756,BLANK,3PCB35,NA,N,U,ng/g,0.459,0.0322,WG87328,NA,37680-69-6,NA,NA,N/A,Lab Blank,NA
11291,NA,WG87328-101,NA,NA,NA,NA,20231109,1756,BLANK,3PCB36,NA,N,U,ng/g,0.459,0.0275,WG87328,NA,38444-87-0,NA,NA,N/A,Lab Blank,NA
11292,NA,WG87328-101,NA,NA,NA,NA,20231109,1756,BLANK,3PCB37,NA,N,U,ng/g,0.465,0.0322,WG87328,NA,38444-90-5,NA,NA,N/A,Lab Blank,NA
11293,NA,WG87328-101,NA,NA,NA,NA,20231109,1756,BLANK,3PCB38,NA,N,U,ng/g,0.459,0.0322,WG87328,NA,53555-66-1,NA,NA,N/A,Lab Blank,NA
11294,NA,WG87328-101,NA,NA,NA,NA,20231109,1756,BLANK,3PCB39,NA,N,U,ng/g,0.459,0.0275,WG87328,NA,38444-88-1,NA,NA,N/A,Lab Blank,NA
11295,NA,WG87328-101,NA,NA,NA,NA,20231109,1756,BLANK,4PCB40,NA,N,U,ng/g,0.46,0.0427,WG87328,NA,38444-93-8,NA,NA,N/A,Lab Blank,NA
11296,NA,WG87328-101,NA,NA,NA,NA,20231109,1756,BLANK,4PCB41+64+68+71,NA,N,C U,ng/g,0.46,0.0395,WG87328,NA,52663-59-9,NA,NA,N/A,Lab Blank,NA
11297,NA,WG87328-101,NA,NA,NA,NA,20231109,1756,BLANK,4PCB42+59,NA,N,C U,ng/g,0.46,0.0395,WG87328,NA,36559-22-5,NA,NA,N/A,Lab Blank,NA
11298,NA,WG87328-101,NA,NA,NA,NA,20231109,1756,BLANK,4PCB43+49,NA,N,C U,ng/g,0.464,0.0297,WG87328,NA,70362-46-8,NA,NA,N/A,Lab Blank,NA
11299,NA,WG87328-101,NA,NA,NA,NA,20231109,1756,BLANK,4PCB44,NA,N,U,ng/g,0.464,0.0395,WG87328,NA,41464-39-5,NA,NA,N/A,Lab Blank,NA
11300,NA,WG87328-101,NA,NA,NA,NA,20231109,1756,BLANK,4PCB45,NA,N,U,ng/g,0.46,0.0346,WG87328,NA,70362-45-7,NA,NA,N/A,Lab Blank,NA
11301,NA,WG87328-101,NA,NA,NA,NA,20231109,1756,BLANK,4PCB46,NA,N,U,ng/g,0.46,0.0346,WG87328,NA,41464-47-5,NA,NA,N/A,Lab Blank,NA
11302,NA,WG87328-101,NA,NA,NA,NA,20231109,1756,BLANK,4PCB47+48+75,NA,N,C U,ng/g,0.46,0.0346,WG87328,NA,2437-79-8,NA,NA,N/A,Lab Blank,NA
11303,NA,WG87328-101,NA,NA,NA,NA,20231109,1756,BLANK,4PCB50,NA,N,U,ng/g,0.46,0.0287,WG87328,NA,62796-65-0,NA,NA,N/A,Lab Blank,NA
11304,NA,WG87328-101,NA,NA,NA,NA,20231109,1756,BLANK,4PCB51,NA,N,U,ng/g,0.46,0.0346,WG87328,NA,68194-04-7,NA,NA,N/A,Lab Blank,NA
11305,NA,WG87328-101,NA,NA,NA,NA,20231109,1756,BLANK,4PCB52+73,NA,N,C U,ng/g,0.461,0.0346,WG87328,NA,35693-99-3,NA,NA,N/A,Lab Blank,NA
11306,NA,WG87328-101,NA,NA,NA,NA,20231109,1756,BLANK,4PCB53,NA,N,U,ng/g,0.46,0.0346,WG87328,NA,41464-41-9,NA,NA,N/A,Lab Blank,NA
11307,NA,WG87328-101,NA,NA,NA,NA,20231109,1756,BLANK,4PCB54,NA,N,U,ng/g,0.464,0.0287,WG87328,NA,15968-05-5,NA,NA,N/A,Lab Blank,NA
11308,NA,WG87328-101,NA,NA,NA,NA,20231109,1756,BLANK,4PCB55,NA,N,U,ng/g,0.46,0.0209,WG87328,NA,74338-24-2,NA,NA,N/A,Lab Blank,NA
11309,NA,WG87328-101,NA,NA,NA,NA,20231109,1756,BLANK,4PCB56+60,NA,N,C U,ng/g,0.464,0.0209,WG87328,NA,41464-43-1,NA,NA,N/A,Lab Blank,NA
11310,NA,WG87328-101,NA,NA,NA,NA,20231109,1756,BLANK,4PCB57,NA,N,U,ng/g,0.46,0.0427,WG87328,NA,70424-67-8,NA,NA,N/A,Lab Blank,NA
11311,NA,WG87328-101,NA,NA,NA,NA,20231109,1756,BLANK,4PCB58,NA,N,U,ng/g,0.46,0.0427,WG87328,NA,41464-49-7,NA,NA,N/A,Lab Blank,NA
11312,NA,WG87328-101,NA,NA,NA,NA,20231109,1756,BLANK,4PCB61+74,NA,N,C U,ng/g,0.46,0.0212,WG87328,NA,33284-53-6,NA,NA,N/A,Lab Blank,NA
11313,NA,WG87328-101,NA,NA,NA,NA,20231109,1756,BLANK,4PCB62+65,NA,N,C U,ng/g,0.46,0.0346,WG87328,NA,54230-22-7,NA,NA,N/A,Lab Blank,NA
11314,NA,WG87328-101,NA,NA,NA,NA,20231109,1756,BLANK,4PCB63,NA,N,U,ng/g,0.46,0.0212,WG87328,NA,74472-34-7,NA,NA,N/A,Lab Blank,NA
11315,NA,WG87328-101,NA,NA,NA,NA,20231109,1756,BLANK,4PCB66+80,NA,N,C U,ng/g,0.461,0.0212,WG87328,NA,32598-10-0,NA,NA,N/A,Lab Blank,NA
11316,NA,WG87328-101,NA,NA,NA,NA,20231109,1756,BLANK,4PCB67,NA,N,U,ng/g,0.46,0.0427,WG87328,NA,73575-53-8,NA,NA,N/A,Lab Blank,NA
11317,NA,WG87328-101,NA,NA,NA,NA,20231109,1756,BLANK,4PCB69,NA,N,U,ng/g,0.46,0.0346,WG87328,NA,60233-24-1,NA,NA,N/A,Lab Blank,NA
11318,NA,WG87328-101,NA,NA,NA,NA,20231109,1756,BLANK,4PCB70+76,NA,N,C U,ng/g,0.46,0.0212,WG87328,NA,32598-11-1,NA,NA,N/A,Lab Blank,NA
11319,NA,WG87328-101,NA,NA,NA,NA,20231109,1756,BLANK,4PCB72,NA,N,U,ng/g,0.46,0.0395,WG87328,NA,41464-42-0,NA,NA,N/A,Lab Blank,NA
11320,NA,WG87328-101,NA,NA,NA,NA,20231109,1756,BLANK,4PCB77,NA,N,U,ng/g,0.46,0.0272,WG87328,NA,32598-13-3,NA,NA,N/A,Lab Blank,NA
11321,NA,WG87328-101,NA,NA,NA,NA,20231109,1756,BLANK,4PCB78,NA,N,U,ng/g,0.46,0.0272,WG87328,NA,70362-49-1,NA,NA,N/A,Lab Blank,NA
11322,NA,WG87328-101,NA,NA,NA,NA,20231109,1756,BLANK,4PCB79,NA,N,U,ng/g,0.46,0.0272,WG87328,NA,41464-48-6,NA,NA,N/A,Lab Blank,NA
11323,NA,WG87328-101,NA,NA,NA,NA,20231109,1756,BLANK,4PCB81,NA,N,U,ng/g,0.46,0.0272,WG87328,NA,70362-50-4,NA,NA,N/A,Lab Blank,NA
11324,NA,WG87328-101,NA,NA,NA,NA,20231109,1756,BLANK,5PCB82,NA,N,U,ng/g,0.46,0.0511,WG87328,NA,52663-62-4,NA,NA,N/A,Lab Blank,NA
11325,NA,WG87328-101,NA,NA,NA,NA,20231109,1756,BLANK,5PCB83+108,NA,N,C U,ng/g,0.46,0.0276,WG87328,NA,60145-20-2,NA,NA,N/A,Lab Blank,NA
11326,NA,WG87328-101,NA,NA,NA,NA,20231109,1756,BLANK,5PCB84,NA,N,U,ng/g,0.46,0.0249,WG87328,NA,52663-60-2,NA,NA,N/A,Lab Blank,NA
11327,NA,WG87328-101,NA,NA,NA,NA,20231109,1756,BLANK,5PCB85+120,NA,N,C U,ng/g,0.46,0.0511,WG87328,NA,65510-45-4,NA,NA,N/A,Lab Blank,NA
11328,NA,WG87328-101,NA,NA,NA,NA,20231109,1756,BLANK,5PCB86+97,NA,N,C U,ng/g,0.46,0.0511,WG87328,NA,55312-69-1,NA,NA,N/A,Lab Blank,NA
11329,NA,WG87328-101,NA,NA,NA,NA,20231109,1756,BLANK,5PCB87+115+116,NA,N,C U,ng/g,0.467,0.0511,WG87328,NA,38380-02-8,NA,NA,N/A,Lab Blank,NA
11330,NA,WG87328-101,NA,NA,NA,NA,20231109,1756,BLANK,5PCB88+121,NA,N,C U,ng/g,0.46,0.0269,WG87328,NA,55215-17-3,NA,NA,N/A,Lab Blank,NA
11331,NA,WG87328-101,NA,NA,NA,NA,20231109,1756,BLANK,5PCB89+90+101,NA,N,C U,ng/g,0.46,0.0249,WG87328,NA,73575-57-2,NA,NA,N/A,Lab Blank,NA
11332,NA,WG87328-101,NA,NA,NA,NA,20231109,1756,BLANK,5PCB91,NA,N,U,ng/g,0.46,0.0269,WG87328,NA,68194-05-8,NA,NA,N/A,Lab Blank,NA
11333,NA,WG87328-101,NA,NA,NA,NA,20231109,1756,BLANK,5PCB92,NA,N,U,ng/g,0.46,0.0249,WG87328,NA,52663-61-3,NA,NA,N/A,Lab Blank,NA
11334,NA,WG87328-101,NA,NA,NA,NA,20231109,1756,BLANK,5PCB93+95,NA,N,C U,ng/g,0.463,0.0269,WG87328,NA,73575-56-1,NA,NA,N/A,Lab Blank,NA
11335,NA,WG87328-101,NA,NA,NA,NA,20231109,1756,BLANK,5PCB94,NA,N,U,ng/g,0.46,0.0269,WG87328,NA,73575-55-0,NA,NA,N/A,Lab Blank,NA
11336,NA,WG87328-101,NA,NA,NA,NA,20231109,1756,BLANK,5PCB96,NA,N,U,ng/g,0.46,0.0269,WG87328,NA,73575-54-9,NA,NA,N/A,Lab Blank,NA
11337,NA,WG87328-101,NA,NA,NA,NA,20231109,1756,BLANK,5PCB98+102,NA,N,C U,ng/g,0.46,0.0269,WG87328,NA,60233-25-2,NA,NA,N/A,Lab Blank,NA
11338,NA,WG87328-101,NA,NA,NA,NA,20231109,1756,BLANK,5PCB99,NA,N,U,ng/g,0.463,0.0229,WG87328,NA,38380-01-7,NA,NA,N/A,Lab Blank,NA
11339,NA,WG87328-101,NA,NA,NA,NA,20231109,1756,BLANK,5PCB100,NA,N,U,ng/g,0.46,0.0269,WG87328,NA,39485-83-1,NA,NA,N/A,Lab Blank,NA
11340,NA,WG87328-101,NA,NA,NA,NA,20231109,1756,BLANK,5PCB103,NA,N,U,ng/g,0.46,0.0269,WG87328,NA,60145-21-3,NA,NA,N/A,Lab Blank,NA
11341,NA,WG87328-101,NA,NA,NA,NA,20231109,1756,BLANK,5PCB104,NA,N,U,ng/g,0.46,0.0184,WG87328,NA,56558-16-8,NA,NA,N/A,Lab Blank,NA
11342,NA,WG87328-101,NA,NA,NA,NA,20231109,1756,BLANK,5PCB105+127,NA,N,C U,ng/g,0.46,0.0347,WG87328,NA,32598-14-4,NA,NA,N/A,Lab Blank,NA
11343,NA,WG87328-101,NA,NA,NA,NA,20231109,1756,BLANK,5PCB106+118,NA,N,C U,ng/g,0.467,0.035,WG87328,NA,70424-69-0,NA,NA,N/A,Lab Blank,NA
11344,NA,WG87328-101,NA,NA,NA,NA,20231109,1756,BLANK,5PCB107+109,NA,N,C U,ng/g,0.46,0.0346,WG87328,NA,70424-68-9,NA,NA,N/A,Lab Blank,NA
11345,NA,WG87328-101,NA,NA,NA,NA,20231109,1756,BLANK,5PCB110,NA,N,U,ng/g,0.464,0.0346,WG87328,NA,38380-03-9,NA,NA,N/A,Lab Blank,NA
11346,NA,WG87328-101,NA,NA,NA,NA,20231109,1756,BLANK,5PCB111+117,NA,N,C U,ng/g,0.46,0.0511,WG87328,NA,39635-32-0,NA,NA,N/A,Lab Blank,NA
11347,NA,WG87328-101,NA,NA,NA,NA,20231109,1756,BLANK,5PCB112,NA,N,U,ng/g,0.46,0.0276,WG87328,NA,74472-36-9,NA,NA,N/A,Lab Blank,NA
11348,NA,WG87328-101,NA,NA,NA,NA,20231109,1756,BLANK,5PCB113,NA,N,U,ng/g,0.46,0.0249,WG87328,NA,68194-10-5,NA,NA,N/A,Lab Blank,NA
11349,NA,WG87328-101,NA,NA,NA,NA,20231109,1756,BLANK,5PCB114,NA,N,U,ng/g,0.467,0.0351,WG87328,NA,74472-37-0,NA,NA,N/A,Lab Blank,NA
11350,NA,WG87328-101,NA,NA,NA,NA,20231109,1756,BLANK,5PCB119,NA,N,U,ng/g,0.46,0.0229,WG87328,NA,56558-17-9,NA,NA,N/A,Lab Blank,NA
11351,NA,WG87328-101,NA,NA,NA,NA,20231109,1756,BLANK,5PCB122,NA,N,U,ng/g,0.46,0.0351,WG87328,NA,76842-07-4,NA,NA,N/A,Lab Blank,NA
11352,NA,WG87328-101,NA,NA,NA,NA,20231109,1756,BLANK,5PCB123,NA,N,U,ng/g,0.46,0.035,WG87328,NA,65510-44-3,NA,NA,N/A,Lab Blank,NA
11353,NA,WG87328-101,NA,NA,NA,NA,20231109,1756,BLANK,5PCB124,NA,N,U,ng/g,0.46,0.0346,WG87328,NA,70424-70-3,NA,NA,N/A,Lab Blank,NA
11354,NA,WG87328-101,NA,NA,NA,NA,20231109,1756,BLANK,5PCB125,NA,N,U,ng/g,0.46,0.0511,WG87328,NA,74472-39-2,NA,NA,N/A,Lab Blank,NA
11355,NA,WG87328-101,NA,NA,NA,NA,20231109,1756,BLANK,5PCB126,NA,N,U,ng/g,0.464,0.0359,WG87328,NA,57465-28-8,NA,NA,N/A,Lab Blank,NA
11356,NA,WG87328-101,NA,NA,NA,NA,20231109,1756,BLANK,6PCB128,NA,N,U,ng/g,0.459,0.0264,WG87328,NA,38380-07-3,NA,NA,N/A,Lab Blank,NA
11357,NA,WG87328-101,NA,NA,NA,NA,20231109,1756,BLANK,6PCB129,NA,N,U,ng/g,0.459,0.0264,WG87328,NA,55215-18-4,NA,NA,N/A,Lab Blank,NA
11358,NA,WG87328-101,NA,NA,NA,NA,20231109,1756,BLANK,6PCB130,NA,N,U,ng/g,0.459,0.0264,WG87328,NA,52663-66-8,NA,NA,N/A,Lab Blank,NA
11359,NA,WG87328-101,NA,NA,NA,NA,20231109,1756,BLANK,6PCB131+142,NA,N,C U,ng/g,0.459,0.0232,WG87328,NA,61798-70-7,NA,NA,N/A,Lab Blank,NA
11360,NA,WG87328-101,NA,NA,NA,NA,20231109,1756,BLANK,6PCB132+168,NA,N,C U,ng/g,0.459,0.0235,WG87328,NA,38380-05-1,NA,NA,N/A,Lab Blank,NA
11361,NA,WG87328-101,NA,NA,NA,NA,20231109,1756,BLANK,6PCB133,NA,N,U,ng/g,0.459,0.0232,WG87328,NA,35694-04-3,NA,NA,N/A,Lab Blank,NA
11362,NA,WG87328-101,NA,NA,NA,NA,20231109,1756,BLANK,6PCB134+143,NA,N,C U,ng/g,0.459,0.0232,WG87328,NA,52704-70-8,NA,NA,N/A,Lab Blank,NA
11363,NA,WG87328-101,NA,NA,NA,NA,20231109,1756,BLANK,6PCB135+144,NA,N,C U,ng/g,0.459,0.0232,WG87328,NA,52744-13-5,NA,NA,N/A,Lab Blank,NA
11364,NA,WG87328-101,NA,NA,NA,NA,20231109,1756,BLANK,6PCB136,NA,N,U,ng/g,0.459,0.0312,WG87328,NA,38411-22-2,NA,NA,N/A,Lab Blank,NA
11365,NA,WG87328-101,NA,NA,NA,NA,20231109,1756,BLANK,6PCB137,NA,N,U,ng/g,0.459,0.0264,WG87328,NA,35694-06-5,NA,NA,N/A,Lab Blank,NA
11366,NA,WG87328-101,NA,NA,NA,NA,20231109,1756,BLANK,6PCB138+163+164,NA,N,C U,ng/g,0.461,0.0264,WG87328,NA,35065-28-2,NA,NA,N/A,Lab Blank,NA
11367,NA,WG87328-101,NA,NA,NA,NA,20231109,1756,BLANK,6PCB139+149,NA,N,C U,ng/g,0.465,0.0232,WG87328,NA,56030-56-9,NA,NA,N/A,Lab Blank,NA
11368,NA,WG87328-101,NA,NA,NA,NA,20231109,1756,BLANK,6PCB140,NA,N,U,ng/g,0.459,0.0232,WG87328,NA,59291-64-4,NA,NA,N/A,Lab Blank,NA
11369,NA,WG87328-101,NA,NA,NA,NA,20231109,1756,BLANK,6PCB141,NA,N,U,ng/g,0.459,0.0264,WG87328,NA,52712-04-6,NA,NA,N/A,Lab Blank,NA
11370,NA,WG87328-101,NA,NA,NA,NA,20231109,1756,BLANK,6PCB145,NA,N,U,ng/g,0.459,0.0312,WG87328,NA,74472-40-5,NA,NA,N/A,Lab Blank,NA
11371,NA,WG87328-101,NA,NA,NA,NA,20231109,1756,BLANK,6PCB146,NA,N,U,ng/g,0.459,0.0214,WG87328,NA,51908-16-8,NA,NA,N/A,Lab Blank,NA
11372,NA,WG87328-101,NA,NA,NA,NA,20231109,1756,BLANK,6PCB147,NA,N,U,ng/g,0.459,0.0232,WG87328,NA,68194-13-8,NA,NA,N/A,Lab Blank,NA
11373,NA,WG87328-101,NA,NA,NA,NA,20231109,1756,BLANK,6PCB148,NA,N,U,ng/g,0.459,0.0312,WG87328,NA,74472-41-6,NA,NA,N/A,Lab Blank,NA
11374,NA,WG87328-101,NA,NA,NA,NA,20231109,1756,BLANK,6PCB150,NA,N,U,ng/g,0.459,0.0312,WG87328,NA,68194-08-1,NA,NA,N/A,Lab Blank,NA
11375,NA,WG87328-101,NA,NA,NA,NA,20231109,1756,BLANK,6PCB151,NA,N,U,ng/g,0.465,0.0253,WG87328,NA,52663-63-5,NA,NA,N/A,Lab Blank,NA
11376,NA,WG87328-101,NA,NA,NA,NA,20231109,1756,BLANK,6PCB152,NA,N,U,ng/g,0.459,0.0312,WG87328,NA,68194-09-2,NA,NA,N/A,Lab Blank,NA
11377,NA,WG87328-101,NA,NA,NA,NA,20231109,1756,BLANK,6PCB153,NA,N,U,ng/g,0.467,0.0235,WG87328,NA,35065-27-1,NA,NA,N/A,Lab Blank,NA
11378,NA,WG87328-101,NA,NA,NA,NA,20231109,1756,BLANK,6PCB154,NA,N,U,ng/g,0.459,0.0232,WG87328,NA,60145-22-4,NA,NA,N/A,Lab Blank,NA
11379,NA,WG87328-101,NA,NA,NA,NA,20231109,1756,BLANK,6PCB155,NA,N,U,ng/g,0.459,0.0224,WG87328,NA,33979-03-2,NA,NA,N/A,Lab Blank,NA
11380,NA,WG87328-101,NA,NA,NA,NA,20231109,1756,BLANK,6PCB156,NA,N,U,ng/g,0.462,0.0202,WG87328,NA,38380-08-4,NA,NA,N/A,Lab Blank,NA
11381,NA,WG87328-101,NA,NA,NA,NA,20231109,1756,BLANK,6PCB157,NA,N,U,ng/g,0.464,0.022,WG87328,NA,69782-90-7,NA,NA,N/A,Lab Blank,NA
11382,NA,WG87328-101,NA,NA,NA,NA,20231109,1756,BLANK,6PCB158+160,NA,N,C U,ng/g,0.459,0.0264,WG87328,NA,74472-42-7,NA,NA,N/A,Lab Blank,NA
11383,NA,WG87328-101,NA,NA,NA,NA,20231109,1756,BLANK,6PCB159,NA,N,U,ng/g,0.459,0.0264,WG87328,NA,39635-35-3,NA,NA,N/A,Lab Blank,NA
11384,NA,WG87328-101,NA,NA,NA,NA,20231109,1756,BLANK,6PCB161,NA,N,U,ng/g,0.459,0.0214,WG87328,NA,74472-43-8,NA,NA,N/A,Lab Blank,NA
11385,NA,WG87328-101,NA,NA,NA,NA,20231109,1756,BLANK,6PCB162,NA,N,U,ng/g,0.459,0.0264,WG87328,NA,39635-34-2,NA,NA,N/A,Lab Blank,NA
11386,NA,WG87328-101,NA,NA,NA,NA,20231109,1756,BLANK,6PCB165,NA,N,U,ng/g,0.459,0.0214,WG87328,NA,74472-46-1,NA,NA,N/A,Lab Blank,NA
11387,NA,WG87328-101,NA,NA,NA,NA,20231109,1756,BLANK,6PCB166,NA,N,U,ng/g,0.459,0.0264,WG87328,NA,41411-63-6,NA,NA,N/A,Lab Blank,NA
11388,NA,WG87328-101,NA,NA,NA,NA,20231109,1756,BLANK,6PCB167,NA,N,U,ng/g,0.459,0.0197,WG87328,NA,52663-72-6,NA,NA,N/A,Lab Blank,NA
11389,NA,WG87328-101,NA,NA,NA,NA,20231109,1756,BLANK,6PCB169,NA,N,U,ng/g,0.466,0.0207,WG87328,NA,32774-16-6,NA,NA,N/A,Lab Blank,NA
11390,NA,WG87328-101,NA,NA,NA,NA,20231109,1756,BLANK,7PCB170+190,NA,N,C U,ng/g,0.459,0.0201,WG87328,NA,35065-30-6,NA,NA,N/A,Lab Blank,NA
11391,NA,WG87328-101,NA,NA,NA,NA,20231109,1756,BLANK,7PCB171,NA,N,U,ng/g,0.459,0.02,WG87328,NA,52663-71-5,NA,NA,N/A,Lab Blank,NA
11392,NA,WG87328-101,NA,NA,NA,NA,20231109,1756,BLANK,7PCB172+192,NA,N,C U,ng/g,0.459,0.02,WG87328,NA,52663-74-8,NA,NA,N/A,Lab Blank,NA
11393,NA,WG87328-101,NA,NA,NA,NA,20231109,1756,BLANK,7PCB173,NA,N,U,ng/g,0.459,0.02,WG87328,NA,68194-16-1,NA,NA,N/A,Lab Blank,NA
11394,NA,WG87328-101,NA,NA,NA,NA,20231109,1756,BLANK,7PCB174+181,NA,N,C U,ng/g,0.459,0.0198,WG87328,NA,38411-25-5,NA,NA,N/A,Lab Blank,NA
11395,NA,WG87328-101,NA,NA,NA,NA,20231109,1756,BLANK,7PCB175,NA,N,U,ng/g,0.459,0.0195,WG87328,NA,40186-70-7,NA,NA,N/A,Lab Blank,NA
11396,NA,WG87328-101,NA,NA,NA,NA,20231109,1756,BLANK,7PCB176,NA,N,U,ng/g,0.459,0.0154,WG87328,NA,52663-65-7,NA,NA,N/A,Lab Blank,NA
11397,NA,WG87328-101,NA,NA,NA,NA,20231109,1756,BLANK,7PCB177,NA,N,U,ng/g,0.459,0.0198,WG87328,NA,52663-70-4,NA,NA,N/A,Lab Blank,NA
11398,NA,WG87328-101,NA,NA,NA,NA,20231109,1756,BLANK,7PCB178,NA,N,U,ng/g,0.459,0.0195,WG87328,NA,52663-67-9,NA,NA,N/A,Lab Blank,NA
