TagNo,LabNo,SPP,Sex,Weight,Condition,Analysis_Date,Analysis_Time,Sample_Type,Analyte,Result,Detect,Result_Qualifier,Result_Unit,LOQ,Reporting_Limit,SDG,Remarks,CAS_Number,Location,Length,Sample_Date,Sample_ID,Prep
NA,L40006-24,NA,NA,NA,NA,20231107,2114,Sample,PFPeS,NA,N,U,ng/g,0.342,0.0859,WG87320,NA,175905-36-9,NA,NA,14-Oct-21,64-1,NA
NA,L40006-24,NA,NA,NA,NA,20231107,2114,Sample,PFHxS,NA,N,U,ng/g,0.342,0.0855,WG87320,NA,108427-53-8,NA,NA,14-Oct-21,64-1,NA
NA,L40006-24,NA,NA,NA,NA,20231107,2114,Sample,PFHpS,NA,N,U,ng/g,0.342,0.0855,WG87320,NA,146689-46-5,NA,NA,14-Oct-21,64-1,NA
NA,L40006-24,NA,NA,NA,NA,20231107,2114,Sample,PFOS,1.02,Y,NA,ng/g,0.342,0.0855,WG87320,NA,45298-90-6,NA,NA,14-Oct-21,64-1,NA
NA,L40006-24,NA,NA,NA,NA,20231107,2114,Sample,PFNS,NA,N,U,ng/g,0.342,0.0855,WG87320,NA,474511-07-4,NA,NA,14-Oct-21,64-1,NA
NA,L40006-24,NA,NA,NA,NA,20231107,2114,Sample,PFDS,NA,N,U,ng/g,0.342,0.0855,WG87320,NA,126105-34-8,NA,NA,14-Oct-21,64-1,NA
NA,L40006-24,NA,NA,NA,NA,20231107,2114,Sample,PFDoS,NA,N,U,ng/g,0.342,0.0855,WG87320,NA,343629-43-6,NA,NA,14-Oct-21,64-1,NA
NA,L40006-24,NA,NA,NA,NA,20231107,2114,Sample,4:2 FTS,NA,N,U,ng/g,1.37,0.342,WG87320,NA,414911-30-1,NA,NA,14-Oct-21,64-1,NA
NA,L40006-24,NA,NA,NA,NA,20231107,2114,Sample,6:2 FTS,NA,N,U,ng/g,7.4,0.308,WG87320,NA,425670-75-3,NA,NA,14-Oct-21,64-1,NA
NA,L40006-24,NA,NA,NA,NA,20231107,2114,Sample,8:2 FTS,NA,N,U,ng/g,1.37,0.291,WG87320,NA,481071-78-7,NA,NA,14-Oct-21,64-1,NA
NA,L40006-24,NA,NA,NA,NA,20231107,2114,Sample,PFOSA,NA,N,U,ng/g,0.342,0.0855,WG87320,NA,754-91-6,NA,NA,14-Oct-21,64-1,NA
NA,L40006-24,NA,NA,NA,NA,20231107,2114,Sample,N-MeFOSA,0.092,Y,J,ng/g,0.393,0.0855,WG87320,NA,31506-32-8,NA,NA,14-Oct-21,64-1,NA
NA,L40006-24,NA,NA,NA,NA,20231107,2114,Sample,N-EtFOSA,NA,N,U,ng/g,0.855,0.239,WG87320,NA,4151-50-2,NA,NA,14-Oct-21,64-1,NA
NA,L40006-24,NA,NA,NA,NA,20231107,2114,Sample,MeFOSAA,NA,N,U,ng/g,0.342,0.0855,WG87320,NA,2355-31-9,NA,NA,14-Oct-21,64-1,NA
NA,L40006-24,NA,NA,NA,NA,20231107,2114,Sample,EtFOSAA,NA,N,U,ng/g,0.342,0.0855,WG87320,NA,2991-50-6,NA,NA,14-Oct-21,64-1,NA
NA,L40006-24,NA,NA,NA,NA,20231107,2114,Sample,N-MeFOSE,NA,N,U,ng/g,9.38,0.855,WG87320,NA,24448-09-7,NA,NA,14-Oct-21,64-1,NA
NA,L40006-24,NA,NA,NA,NA,20231107,2114,Sample,N-EtFOSE,6.36,Y,K,ng/g,2.56,0.855,WG87320,NA,1691-99-2,NA,NA,14-Oct-21,64-1,NA
NA,L40006-24,NA,NA,NA,NA,20231107,2114,Sample,HFPO-DA,NA,N,U,ng/g,1.3,0.342,WG87320,NA,122499-17-6,NA,NA,14-Oct-21,64-1,NA
NA,L40006-24,NA,NA,NA,NA,20231107,2114,Sample,ADONA,NA,N,U,ng/g,1.37,0.342,WG87320,NA,2127366-90-7,NA,NA,14-Oct-21,64-1,NA
NA,L40006-24,NA,NA,NA,NA,20231107,2114,Sample,9Cl-PF3ONS,NA,N,U,ng/g,1.37,0.343,WG87320,NA,1621485-21-9,NA,NA,14-Oct-21,64-1,NA
NA,L40006-24,NA,NA,NA,NA,20231107,2114,Sample,11Cl-PF3OUdS,NA,N,U,ng/g,1.37,0.342,WG87320,NA,2196242-82-5,NA,NA,14-Oct-21,64-1,NA
NA,L40006-24,NA,NA,NA,NA,20231107,2114,Sample,3:3 FTCA,NA,N,U H,ng/g,1.37,0.342,WG87320,NA,1169706-83-5,NA,NA,14-Oct-21,64-1,NA
NA,L40006-24,NA,NA,NA,NA,20231107,2114,Sample,5:3 FTCA,NA,N,U,ng/g,8.55,2.14,WG87320,NA,1799325-94-2,NA,NA,14-Oct-21,64-1,NA
NA,L40006-24,NA,NA,NA,NA,20231107,2114,Sample,7:3 FTCA,NA,N,U,ng/g,8.55,2.14,WG87320,NA,1799325-95-3,NA,NA,14-Oct-21,64-1,NA
NA,L40006-24,NA,NA,NA,NA,20231107,2114,Sample,PFEESA,NA,N,U,ng/g,0.342,0.0855,WG87320,NA,220689-13-4,NA,NA,14-Oct-21,64-1,NA
NA,L40006-24,NA,NA,NA,NA,20231107,2114,Sample,PFMPA,NA,N,U,ng/g,0.684,0.171,WG87320,NA,NA,NA,NA,14-Oct-21,64-1,NA
NA,L40006-24,NA,NA,NA,NA,20231107,2114,Sample,PFMBA,NA,N,U,ng/g,0.342,0.0855,WG87320,NA,1432017-36-1,NA,NA,14-Oct-21,64-1,NA
NA,L40006-24,NA,NA,NA,NA,20231107,2114,Sample,NFDHA,NA,N,U H,ng/g,1.5,0.171,WG87320,NA,39187-41-2,NA,NA,14-Oct-21,64-1,NA
NA,L40006-24,NA,NA,NA,NA,20231023,0800,Sample,% Moisture,100,Y,NA,%,NA,NA,WG87320,NA,NA,NA,NA,14-Oct-21,64-1,NA
NA,L40006-25,NA,NA,NA,NA,20231107,2127,Sample,PFBA,NA,N,U,ng/g,1.39,0.348,WG87320,NA,45048-62-2,NA,NA,16-Oct-21,69-1,NA
NA,L40006-25,NA,NA,NA,NA,20231107,2127,Sample,PFPeA,NA,N,U,ng/g,0.696,0.174,WG87320,NA,45167-47-3,NA,NA,16-Oct-21,69-1,NA
NA,L40006-25,NA,NA,NA,NA,20231107,2127,Sample,PFHxA,NA,N,U,ng/g,0.348,0.087,WG87320,NA,92612-52-7,NA,NA,16-Oct-21,69-1,NA
NA,L40006-25,NA,NA,NA,NA,20231107,2127,Sample,PFHpA,NA,N,U,ng/g,0.348,0.087,WG87320,NA,120885-29-2,NA,NA,16-Oct-21,69-1,NA
NA,L40006-25,NA,NA,NA,NA,20231107,2127,Sample,PFOA,NA,N,U,ng/g,0.348,0.087,WG87320,NA,45285-51-6,NA,NA,16-Oct-21,69-1,NA
NA,L40006-25,NA,NA,NA,NA,20231107,2127,Sample,PFNA,0.295,Y,K J,ng/g,0.348,0.087,WG87320,NA,72007-68-2,NA,NA,16-Oct-21,69-1,NA
NA,L40006-25,NA,NA,NA,NA,20231107,2127,Sample,PFDA,0.19,Y,K J,ng/g,0.348,0.087,WG87320,NA,73829-36-4,NA,NA,16-Oct-21,69-1,NA
NA,L40006-25,NA,NA,NA,NA,20231107,2127,Sample,PFUnA,0.341,Y,B J,ng/g,0.348,0.087,WG87320,NA,196859-54-8,NA,NA,16-Oct-21,69-1,NA
NA,L40006-25,NA,NA,NA,NA,20231107,2127,Sample,PFDoA,0.163,Y,J,ng/g,0.348,0.0696,WG87320,NA,171978-95-3,NA,NA,16-Oct-21,69-1,NA
NA,L40006-25,NA,NA,NA,NA,20231107,2127,Sample,PFTrDA,0.211,Y,J,ng/g,0.348,0.087,WG87320,NA,862374-87-6,NA,NA,16-Oct-21,69-1,NA
NA,L40006-25,NA,NA,NA,NA,20231107,2127,Sample,PFTeDA,0.114,Y,J,ng/g,0.348,0.087,WG87320,NA,365971-87-5,NA,NA,16-Oct-21,69-1,NA
NA,L40006-25,NA,NA,NA,NA,20231107,2127,Sample,PFBS,NA,N,U,ng/g,0.348,0.087,WG87320,NA,45187-15-3,NA,NA,16-Oct-21,69-1,NA
NA,L40006-25,NA,NA,NA,NA,20231107,2127,Sample,PFPeS,NA,N,U,ng/g,0.348,0.0874,WG87320,NA,175905-36-9,NA,NA,16-Oct-21,69-1,NA
NA,L40006-25,NA,NA,NA,NA,20231107,2127,Sample,PFHxS,NA,N,U,ng/g,0.348,0.087,WG87320,NA,108427-53-8,NA,NA,16-Oct-21,69-1,NA
NA,L40006-25,NA,NA,NA,NA,20231107,2127,Sample,PFHpS,NA,N,U,ng/g,0.348,0.087,WG87320,NA,146689-46-5,NA,NA,16-Oct-21,69-1,NA
NA,L40006-25,NA,NA,NA,NA,20231107,2127,Sample,PFOS,0.474,Y,NA,ng/g,0.348,0.087,WG87320,NA,45298-90-6,NA,NA,16-Oct-21,69-1,NA
NA,L40006-25,NA,NA,NA,NA,20231107,2127,Sample,PFNS,NA,N,U,ng/g,0.348,0.087,WG87320,NA,474511-07-4,NA,NA,16-Oct-21,69-1,NA
NA,L40006-25,NA,NA,NA,NA,20231107,2127,Sample,PFDS,NA,N,U,ng/g,0.348,0.087,WG87320,NA,126105-34-8,NA,NA,16-Oct-21,69-1,NA
NA,L40006-25,NA,NA,NA,NA,20231107,2127,Sample,PFDoS,NA,N,U,ng/g,0.348,0.087,WG87320,NA,343629-43-6,NA,NA,16-Oct-21,69-1,NA
NA,L40006-25,NA,NA,NA,NA,20231107,2127,Sample,4:2 FTS,NA,N,U,ng/g,1.39,0.348,WG87320,NA,414911-30-1,NA,NA,16-Oct-21,69-1,NA
NA,L40006-25,NA,NA,NA,NA,20231107,2127,Sample,6:2 FTS,NA,N,U,ng/g,7.53,0.313,WG87320,NA,425670-75-3,NA,NA,16-Oct-21,69-1,NA
NA,L40006-25,NA,NA,NA,NA,20231107,2127,Sample,8:2 FTS,NA,N,U,ng/g,1.39,0.296,WG87320,NA,481071-78-7,NA,NA,16-Oct-21,69-1,NA
NA,L40006-25,NA,NA,NA,NA,20231107,2127,Sample,PFOSA,NA,N,U,ng/g,0.348,0.087,WG87320,NA,754-91-6,NA,NA,16-Oct-21,69-1,NA
NA,L40006-25,NA,NA,NA,NA,20231107,2127,Sample,N-MeFOSA,0.107,Y,K J,ng/g,0.4,0.087,WG87320,NA,31506-32-8,NA,NA,16-Oct-21,69-1,NA
NA,L40006-25,NA,NA,NA,NA,20231107,2127,Sample,N-EtFOSA,NA,N,U,ng/g,0.87,0.243,WG87320,NA,4151-50-2,NA,NA,16-Oct-21,69-1,NA
NA,L40006-25,NA,NA,NA,NA,20231107,2127,Sample,MeFOSAA,NA,N,U,ng/g,0.348,0.087,WG87320,NA,2355-31-9,NA,NA,16-Oct-21,69-1,NA
NA,L40006-25,NA,NA,NA,NA,20231107,2127,Sample,EtFOSAA,NA,N,U,ng/g,0.348,0.087,WG87320,NA,2991-50-6,NA,NA,16-Oct-21,69-1,NA
NA,L40006-25,NA,NA,NA,NA,20231107,2127,Sample,N-MeFOSE,NA,N,U,ng/g,9.54,0.87,WG87320,NA,24448-09-7,NA,NA,16-Oct-21,69-1,NA
NA,L40006-25,NA,NA,NA,NA,20231107,2127,Sample,N-EtFOSE,4.13,Y,K,ng/g,2.61,0.87,WG87320,NA,1691-99-2,NA,NA,16-Oct-21,69-1,NA
NA,L40006-25,NA,NA,NA,NA,20231107,2127,Sample,HFPO-DA,NA,N,U,ng/g,1.32,0.348,WG87320,NA,122499-17-6,NA,NA,16-Oct-21,69-1,NA
NA,L40006-25,NA,NA,NA,NA,20231107,2127,Sample,ADONA,NA,N,U,ng/g,1.39,0.348,WG87320,NA,2127366-90-7,NA,NA,16-Oct-21,69-1,NA
NA,L40006-25,NA,NA,NA,NA,20231107,2127,Sample,9Cl-PF3ONS,NA,N,U,ng/g,1.39,0.349,WG87320,NA,1621485-21-9,NA,NA,16-Oct-21,69-1,NA
NA,L40006-25,NA,NA,NA,NA,20231107,2127,Sample,11Cl-PF3OUdS,NA,N,U,ng/g,1.39,0.348,WG87320,NA,2196242-82-5,NA,NA,16-Oct-21,69-1,NA
NA,L40006-25,NA,NA,NA,NA,20231107,2127,Sample,3:3 FTCA,NA,N,U H,ng/g,1.39,0.348,WG87320,NA,1169706-83-5,NA,NA,16-Oct-21,69-1,NA
NA,L40006-25,NA,NA,NA,NA,20231107,2127,Sample,5:3 FTCA,NA,N,U,ng/g,8.7,2.17,WG87320,NA,1799325-94-2,NA,NA,16-Oct-21,69-1,NA
NA,L40006-25,NA,NA,NA,NA,20231107,2127,Sample,7:3 FTCA,NA,N,U,ng/g,8.7,2.17,WG87320,NA,1799325-95-3,NA,NA,16-Oct-21,69-1,NA
NA,L40006-25,NA,NA,NA,NA,20231107,2127,Sample,PFEESA,NA,N,U,ng/g,0.348,0.087,WG87320,NA,220689-13-4,NA,NA,16-Oct-21,69-1,NA
NA,L40006-25,NA,NA,NA,NA,20231107,2127,Sample,PFMPA,NA,N,U,ng/g,0.696,0.174,WG87320,NA,NA,NA,NA,16-Oct-21,69-1,NA
NA,L40006-25,NA,NA,NA,NA,20231107,2127,Sample,PFMBA,NA,N,U,ng/g,0.348,0.087,WG87320,NA,1432017-36-1,NA,NA,16-Oct-21,69-1,NA
NA,L40006-25,NA,NA,NA,NA,20231107,2127,Sample,NFDHA,NA,N,U H,ng/g,1.53,0.174,WG87320,NA,39187-41-2,NA,NA,16-Oct-21,69-1,NA
NA,L40006-25,NA,NA,NA,NA,20231023,0800,Sample,% Moisture,100,Y,NA,%,NA,NA,WG87320,NA,NA,NA,NA,16-Oct-21,69-1,NA
NA,L40006-26,NA,NA,NA,NA,20231107,2140,Sample,PFBA,NA,N,U,ng/g,1.3,0.324,WG87320,NA,45048-62-2,NA,NA,16-Oct-21,70-1,NA
NA,L40006-26,NA,NA,NA,NA,20231107,2140,Sample,PFPeA,NA,N,U,ng/g,0.648,0.162,WG87320,NA,45167-47-3,NA,NA,16-Oct-21,70-1,NA
NA,L40006-26,NA,NA,NA,NA,20231107,2140,Sample,PFHxA,NA,N,U,ng/g,0.324,0.081,WG87320,NA,92612-52-7,NA,NA,16-Oct-21,70-1,NA
NA,L40006-26,NA,NA,NA,NA,20231107,2140,Sample,PFHpA,NA,N,U,ng/g,0.324,0.081,WG87320,NA,120885-29-2,NA,NA,16-Oct-21,70-1,NA
NA,L40006-26,NA,NA,NA,NA,20231107,2140,Sample,PFOA,0.083,Y,J,ng/g,0.324,0.081,WG87320,NA,45285-51-6,NA,NA,16-Oct-21,70-1,NA
NA,L40006-26,NA,NA,NA,NA,20231107,2140,Sample,PFNA,0.275,Y,J,ng/g,0.324,0.081,WG87320,NA,72007-68-2,NA,NA,16-Oct-21,70-1,NA
NA,L40006-26,NA,NA,NA,NA,20231107,2140,Sample,PFDA,0.285,Y,J,ng/g,0.324,0.081,WG87320,NA,73829-36-4,NA,NA,16-Oct-21,70-1,NA
NA,L40006-26,NA,NA,NA,NA,20231107,2140,Sample,PFUnA,0.195,Y,B J,ng/g,0.324,0.081,WG87320,NA,196859-54-8,NA,NA,16-Oct-21,70-1,NA
NA,L40006-26,NA,NA,NA,NA,20231107,2140,Sample,PFDoA,0.143,Y,J,ng/g,0.324,0.0648,WG87320,NA,171978-95-3,NA,NA,16-Oct-21,70-1,NA
NA,L40006-26,NA,NA,NA,NA,20231107,2140,Sample,PFTrDA,0.222,Y,K J,ng/g,0.324,0.081,WG87320,NA,862374-87-6,NA,NA,16-Oct-21,70-1,NA
NA,L40006-26,NA,NA,NA,NA,20231107,2140,Sample,PFTeDA,NA,N,U,ng/g,0.324,0.081,WG87320,NA,365971-87-5,NA,NA,16-Oct-21,70-1,NA
NA,L40006-26,NA,NA,NA,NA,20231107,2140,Sample,PFBS,NA,N,U,ng/g,0.324,0.081,WG87320,NA,45187-15-3,NA,NA,16-Oct-21,70-1,NA
NA,L40006-26,NA,NA,NA,NA,20231107,2140,Sample,PFPeS,NA,N,U,ng/g,0.324,0.118,WG87320,NA,175905-36-9,NA,NA,16-Oct-21,70-1,NA
NA,L40006-26,NA,NA,NA,NA,20231107,2140,Sample,PFHxS,NA,N,U,ng/g,0.324,0.081,WG87320,NA,108427-53-8,NA,NA,16-Oct-21,70-1,NA
NA,L40006-26,NA,NA,NA,NA,20231107,2140,Sample,PFHpS,NA,N,U,ng/g,0.324,0.081,WG87320,NA,146689-46-5,NA,NA,16-Oct-21,70-1,NA
NA,L40006-26,NA,NA,NA,NA,20231107,2140,Sample,PFOS,1.55,Y,NA,ng/g,0.324,0.081,WG87320,NA,45298-90-6,NA,NA,16-Oct-21,70-1,NA
NA,L40006-26,NA,NA,NA,NA,20231107,2140,Sample,PFNS,NA,N,U,ng/g,0.324,0.081,WG87320,NA,474511-07-4,NA,NA,16-Oct-21,70-1,NA
NA,L40006-26,NA,NA,NA,NA,20231107,2140,Sample,PFDS,NA,N,U,ng/g,0.324,0.081,WG87320,NA,126105-34-8,NA,NA,16-Oct-21,70-1,NA
NA,L40006-26,NA,NA,NA,NA,20231107,2140,Sample,PFDoS,NA,N,U,ng/g,0.324,0.081,WG87320,NA,343629-43-6,NA,NA,16-Oct-21,70-1,NA
NA,L40006-26,NA,NA,NA,NA,20231107,2140,Sample,4:2 FTS,NA,N,U,ng/g,1.3,0.324,WG87320,NA,414911-30-1,NA,NA,16-Oct-21,70-1,NA
NA,L40006-26,NA,NA,NA,NA,20231107,2140,Sample,6:2 FTS,NA,N,U,ng/g,7.01,0.291,WG87320,NA,425670-75-3,NA,NA,16-Oct-21,70-1,NA
NA,L40006-26,NA,NA,NA,NA,20231107,2140,Sample,8:2 FTS,NA,N,U,ng/g,1.3,0.275,WG87320,NA,481071-78-7,NA,NA,16-Oct-21,70-1,NA
NA,L40006-26,NA,NA,NA,NA,20231107,2140,Sample,PFOSA,NA,N,U,ng/g,0.324,0.081,WG87320,NA,754-91-6,NA,NA,16-Oct-21,70-1,NA
NA,L40006-26,NA,NA,NA,NA,20231107,2140,Sample,N-MeFOSA,0.107,Y,K J,ng/g,0.372,0.081,WG87320,NA,31506-32-8,NA,NA,16-Oct-21,70-1,NA
NA,L40006-26,NA,NA,NA,NA,20231107,2140,Sample,N-EtFOSA,NA,N,U,ng/g,0.81,0.227,WG87320,NA,4151-50-2,NA,NA,16-Oct-21,70-1,NA
NA,L40006-26,NA,NA,NA,NA,20231107,2140,Sample,MeFOSAA,NA,N,U,ng/g,0.324,0.081,WG87320,NA,2355-31-9,NA,NA,16-Oct-21,70-1,NA
NA,L40006-26,NA,NA,NA,NA,20231107,2140,Sample,EtFOSAA,NA,N,U,ng/g,0.324,0.081,WG87320,NA,2991-50-6,NA,NA,16-Oct-21,70-1,NA
NA,L40006-26,NA,NA,NA,NA,20231107,2140,Sample,N-MeFOSE,NA,N,U,ng/g,8.89,0.81,WG87320,NA,24448-09-7,NA,NA,16-Oct-21,70-1,NA
NA,L40006-26,NA,NA,NA,NA,20231107,2140,Sample,N-EtFOSE,NA,N,U,ng/g,2.43,0.81,WG87320,NA,1691-99-2,NA,NA,16-Oct-21,70-1,NA
NA,L40006-26,NA,NA,NA,NA,20231107,2140,Sample,HFPO-DA,NA,N,U,ng/g,1.23,0.324,WG87320,NA,122499-17-6,NA,NA,16-Oct-21,70-1,NA
NA,L40006-26,NA,NA,NA,NA,20231107,2140,Sample,ADONA,NA,N,U,ng/g,1.3,0.324,WG87320,NA,2127366-90-7,NA,NA,16-Oct-21,70-1,NA
NA,L40006-26,NA,NA,NA,NA,20231107,2140,Sample,9Cl-PF3ONS,NA,N,U,ng/g,1.3,0.325,WG87320,NA,1621485-21-9,NA,NA,16-Oct-21,70-1,NA
NA,L40006-26,NA,NA,NA,NA,20231107,2140,Sample,11Cl-PF3OUdS,NA,N,U,ng/g,1.3,0.324,WG87320,NA,2196242-82-5,NA,NA,16-Oct-21,70-1,NA
NA,L40006-26,NA,NA,NA,NA,20231107,2140,Sample,3:3 FTCA,NA,N,U H,ng/g,1.3,0.324,WG87320,NA,1169706-83-5,NA,NA,16-Oct-21,70-1,NA
NA,L40006-26,NA,NA,NA,NA,20231107,2140,Sample,5:3 FTCA,NA,N,U,ng/g,8.1,2.02,WG87320,NA,1799325-94-2,NA,NA,16-Oct-21,70-1,NA
NA,L40006-26,NA,NA,NA,NA,20231107,2140,Sample,7:3 FTCA,11.6,Y,NA,ng/g,8.1,2.02,WG87320,NA,1799325-95-3,NA,NA,16-Oct-21,70-1,NA
NA,L40006-26,NA,NA,NA,NA,20231107,2140,Sample,PFEESA,NA,N,U,ng/g,0.324,0.081,WG87320,NA,220689-13-4,NA,NA,16-Oct-21,70-1,NA
NA,L40006-26,NA,NA,NA,NA,20231107,2140,Sample,PFMPA,NA,N,U,ng/g,0.648,0.162,WG87320,NA,NA,NA,NA,16-Oct-21,70-1,NA
NA,L40006-26,NA,NA,NA,NA,20231107,2140,Sample,PFMBA,NA,N,U,ng/g,0.324,0.081,WG87320,NA,1432017-36-1,NA,NA,16-Oct-21,70-1,NA
NA,L40006-26,NA,NA,NA,NA,20231107,2140,Sample,NFDHA,NA,N,U H,ng/g,1.42,0.162,WG87320,NA,39187-41-2,NA,NA,16-Oct-21,70-1,NA
NA,L40006-26,NA,NA,NA,NA,20231023,0800,Sample,% Moisture,100,Y,NA,%,NA,NA,WG87320,NA,NA,NA,NA,16-Oct-21,70-1,NA
NA,L40006-27,NA,NA,NA,NA,20231107,2153,Sample,PFBA,NA,N,U,ng/g,1.52,0.381,WG87320,NA,45048-62-2,NA,NA,16-Oct-21,72-1,NA
NA,L40006-27,NA,NA,NA,NA,20231107,2153,Sample,PFPeA,NA,N,U,ng/g,0.762,0.19,WG87320,NA,45167-47-3,NA,NA,16-Oct-21,72-1,NA
NA,L40006-27,NA,NA,NA,NA,20231107,2153,Sample,PFHxA,NA,N,U,ng/g,0.381,0.0952,WG87320,NA,92612-52-7,NA,NA,16-Oct-21,72-1,NA
NA,L40006-27,NA,NA,NA,NA,20231107,2153,Sample,PFHpA,NA,N,U,ng/g,0.381,0.0952,WG87320,NA,120885-29-2,NA,NA,16-Oct-21,72-1,NA
NA,L40006-27,NA,NA,NA,NA,20231107,2153,Sample,PFOA,NA,N,U,ng/g,0.381,0.0952,WG87320,NA,45285-51-6,NA,NA,16-Oct-21,72-1,NA
NA,L40006-27,NA,NA,NA,NA,20231107,2153,Sample,PFNA,0.199,Y,J,ng/g,0.381,0.0952,WG87320,NA,72007-68-2,NA,NA,16-Oct-21,72-1,NA
NA,L40006-27,NA,NA,NA,NA,20231107,2153,Sample,PFDA,0.24,Y,J,ng/g,0.381,0.0952,WG87320,NA,73829-36-4,NA,NA,16-Oct-21,72-1,NA
NA,L40006-27,NA,NA,NA,NA,20231107,2153,Sample,PFUnA,0.194,Y,B J,ng/g,0.381,0.0952,WG87320,NA,196859-54-8,NA,NA,16-Oct-21,72-1,NA
NA,L40006-27,NA,NA,NA,NA,20231107,2153,Sample,PFDoA,0.391,Y,NA,ng/g,0.381,0.0762,WG87320,NA,171978-95-3,NA,NA,16-Oct-21,72-1,NA
NA,L40006-27,NA,NA,NA,NA,20231107,2153,Sample,PFTrDA,0.396,Y,NA,ng/g,0.381,0.0952,WG87320,NA,862374-87-6,NA,NA,16-Oct-21,72-1,NA
NA,L40006-27,NA,NA,NA,NA,20231107,2153,Sample,PFTeDA,0.366,Y,J,ng/g,0.381,0.0952,WG87320,NA,365971-87-5,NA,NA,16-Oct-21,72-1,NA
NA,L40006-27,NA,NA,NA,NA,20231107,2153,Sample,PFBS,NA,N,U,ng/g,0.381,0.0952,WG87320,NA,45187-15-3,NA,NA,16-Oct-21,72-1,NA
NA,L40006-27,NA,NA,NA,NA,20231107,2153,Sample,PFPeS,NA,N,U,ng/g,0.381,0.0957,WG87320,NA,175905-36-9,NA,NA,16-Oct-21,72-1,NA
NA,L40006-27,NA,NA,NA,NA,20231107,2153,Sample,PFHxS,NA,N,U,ng/g,0.381,0.0952,WG87320,NA,108427-53-8,NA,NA,16-Oct-21,72-1,NA
NA,L40006-27,NA,NA,NA,NA,20231107,2153,Sample,PFHpS,NA,N,U,ng/g,0.381,0.0952,WG87320,NA,146689-46-5,NA,NA,16-Oct-21,72-1,NA
NA,L40006-27,NA,NA,NA,NA,20231107,2153,Sample,PFOS,2.1,Y,NA,ng/g,0.381,0.0952,WG87320,NA,45298-90-6,NA,NA,16-Oct-21,72-1,NA
NA,L40006-27,NA,NA,NA,NA,20231107,2153,Sample,PFNS,NA,N,U,ng/g,0.381,0.0952,WG87320,NA,474511-07-4,NA,NA,16-Oct-21,72-1,NA
NA,L40006-27,NA,NA,NA,NA,20231107,2153,Sample,PFDS,NA,N,U,ng/g,0.381,0.0952,WG87320,NA,126105-34-8,NA,NA,16-Oct-21,72-1,NA
NA,L40006-27,NA,NA,NA,NA,20231107,2153,Sample,PFDoS,NA,N,U,ng/g,0.381,0.0952,WG87320,NA,343629-43-6,NA,NA,16-Oct-21,72-1,NA
NA,L40006-27,NA,NA,NA,NA,20231107,2153,Sample,4:2 FTS,NA,N,U,ng/g,1.52,0.381,WG87320,NA,414911-30-1,NA,NA,16-Oct-21,72-1,NA
NA,L40006-27,NA,NA,NA,NA,20231107,2153,Sample,6:2 FTS,NA,N,U,ng/g,8.24,0.343,WG87320,NA,425670-75-3,NA,NA,16-Oct-21,72-1,NA
NA,L40006-27,NA,NA,NA,NA,20231107,2153,Sample,8:2 FTS,NA,N,U,ng/g,1.52,0.324,WG87320,NA,481071-78-7,NA,NA,16-Oct-21,72-1,NA
NA,L40006-27,NA,NA,NA,NA,20231107,2153,Sample,PFOSA,NA,N,U,ng/g,0.381,0.0952,WG87320,NA,754-91-6,NA,NA,16-Oct-21,72-1,NA
NA,L40006-27,NA,NA,NA,NA,20231107,2153,Sample,N-MeFOSA,NA,N,U,ng/g,0.438,0.0952,WG87320,NA,31506-32-8,NA,NA,16-Oct-21,72-1,NA
NA,L40006-27,NA,NA,NA,NA,20231107,2153,Sample,N-EtFOSA,NA,N,U,ng/g,0.952,0.267,WG87320,NA,4151-50-2,NA,NA,16-Oct-21,72-1,NA
NA,L40006-27,NA,NA,NA,NA,20231107,2153,Sample,MeFOSAA,NA,N,U,ng/g,0.381,0.0952,WG87320,NA,2355-31-9,NA,NA,16-Oct-21,72-1,NA
NA,L40006-27,NA,NA,NA,NA,20231107,2153,Sample,EtFOSAA,NA,N,U,ng/g,0.381,0.0952,WG87320,NA,2991-50-6,NA,NA,16-Oct-21,72-1,NA
NA,L40006-27,NA,NA,NA,NA,20231107,2153,Sample,N-MeFOSE,NA,N,U,ng/g,10.5,0.952,WG87320,NA,24448-09-7,NA,NA,16-Oct-21,72-1,NA
NA,L40006-27,NA,NA,NA,NA,20231107,2153,Sample,N-EtFOSE,NA,N,U,ng/g,2.86,0.952,WG87320,NA,1691-99-2,NA,NA,16-Oct-21,72-1,NA
NA,L40006-27,NA,NA,NA,NA,20231107,2153,Sample,HFPO-DA,NA,N,U,ng/g,1.45,0.381,WG87320,NA,122499-17-6,NA,NA,16-Oct-21,72-1,NA
NA,L40006-27,NA,NA,NA,NA,20231107,2153,Sample,ADONA,NA,N,U,ng/g,1.52,0.381,WG87320,NA,2127366-90-7,NA,NA,16-Oct-21,72-1,NA
NA,L40006-27,NA,NA,NA,NA,20231107,2153,Sample,9Cl-PF3ONS,NA,N,U,ng/g,1.52,0.382,WG87320,NA,1621485-21-9,NA,NA,16-Oct-21,72-1,NA
NA,L40006-27,NA,NA,NA,NA,20231107,2153,Sample,11Cl-PF3OUdS,NA,N,U,ng/g,1.52,0.381,WG87320,NA,2196242-82-5,NA,NA,16-Oct-21,72-1,NA
