TagNo,LabNo,SPP,Sex,Weight,Condition,Analysis_Date,Analysis_Time,Sample_Type,Analyte,Result,Detect,Result_Qualifier,Result_Unit,LOQ,Reporting_Limit,SDG,Remarks,CAS_Number,Location,Length,Sample_Date,Sample_ID,Prep
NA,L40006-96,NA,NA,NA,NA,20231128,1811,Sample,HFPO-DA,NA,N,U,ng/g,1.18,0.311,WG87324,NA,122499-17-6,NA,NA,22-Dec-21,NJ_MALL_01_AD,NA
NA,L40006-96,NA,NA,NA,NA,20231128,1811,Sample,ADONA,NA,N,U,ng/g,1.25,0.311,WG87324,NA,2127366-90-7,NA,NA,22-Dec-21,NJ_MALL_01_AD,NA
NA,L40006-96,NA,NA,NA,NA,20231128,1811,Sample,9Cl-PF3ONS,NA,N,U,ng/g,1.25,0.312,WG87324,NA,1621485-21-9,NA,NA,22-Dec-21,NJ_MALL_01_AD,NA
NA,L40006-96,NA,NA,NA,NA,20231128,1811,Sample,11Cl-PF3OUdS,NA,N,U,ng/g,1.25,0.312,WG87324,NA,2196242-82-5,NA,NA,22-Dec-21,NJ_MALL_01_AD,NA
NA,L40006-96,NA,NA,NA,NA,20231128,1811,Sample,3:3 FTCA,NA,N,U H,ng/g,1.25,0.311,WG87324,NA,1169706-83-5,NA,NA,22-Dec-21,NJ_MALL_01_AD,NA
NA,L40006-96,NA,NA,NA,NA,20231128,1811,Sample,5:3 FTCA,NA,N,U,ng/g,7.78,1.95,WG87324,NA,1799325-94-2,NA,NA,22-Dec-21,NJ_MALL_01_AD,NA
NA,L40006-96,NA,NA,NA,NA,20231128,1811,Sample,7:3 FTCA,NA,N,U,ng/g,7.78,1.95,WG87324,NA,1799325-95-3,NA,NA,22-Dec-21,NJ_MALL_01_AD,NA
NA,L40006-96,NA,NA,NA,NA,20231128,1811,Sample,PFEESA,NA,N,U,ng/g,0.311,0.0778,WG87324,NA,220689-13-4,NA,NA,22-Dec-21,NJ_MALL_01_AD,NA
NA,L40006-96,NA,NA,NA,NA,20231128,1811,Sample,PFMPA,NA,N,U,ng/g,0.623,0.156,WG87324,NA,NA,NA,NA,22-Dec-21,NJ_MALL_01_AD,NA
NA,L40006-96,NA,NA,NA,NA,20231128,1811,Sample,PFMBA,NA,N,U,ng/g,0.311,0.0778,WG87324,NA,1432017-36-1,NA,NA,22-Dec-21,NJ_MALL_01_AD,NA
NA,L40006-96,NA,NA,NA,NA,20231128,1811,Sample,NFDHA,NA,N,U H,ng/g,1.37,0.156,WG87324,NA,39187-41-2,NA,NA,22-Dec-21,NJ_MALL_01_AD,NA
NA,L40006-96,NA,NA,NA,NA,20231106,800,Sample,% Moisture,100,Y,NA,%,NA,NA,WG87324,NA,NA,NA,NA,22-Dec-21,NJ_MALL_01_AD,NA
NA,L40006-97,NA,NA,NA,NA,20231128,1824,Sample,PFBA,NA,N,U,ng/g,1.59,0.398,WG87324,NA,45048-62-2,NA,NA,24-Nov-21,NJ_MALL_10_AD,NA
NA,L40006-97,NA,NA,NA,NA,20231128,1824,Sample,PFPeA,NA,N,U,ng/g,0.796,0.199,WG87324,NA,45167-47-3,NA,NA,24-Nov-21,NJ_MALL_10_AD,NA
NA,L40006-97,NA,NA,NA,NA,20231128,1824,Sample,PFHxA,NA,N,U,ng/g,0.398,0.0995,WG87324,NA,92612-52-7,NA,NA,24-Nov-21,NJ_MALL_10_AD,NA
NA,L40006-97,NA,NA,NA,NA,20231128,1824,Sample,PFHpA,NA,N,U,ng/g,0.398,0.0995,WG87324,NA,120885-29-2,NA,NA,24-Nov-21,NJ_MALL_10_AD,NA
NA,L40006-97,NA,NA,NA,NA,20231128,1824,Sample,PFOA,NA,N,U,ng/g,0.398,0.0995,WG87324,NA,45285-51-6,NA,NA,24-Nov-21,NJ_MALL_10_AD,NA
NA,L40006-97,NA,NA,NA,NA,20231128,1824,Sample,PFNA,0.861,Y,NA,ng/g,0.398,0.0995,WG87324,NA,72007-68-2,NA,NA,24-Nov-21,NJ_MALL_10_AD,NA
NA,L40006-97,NA,NA,NA,NA,20231128,1824,Sample,PFDA,0.758,Y,NA,ng/g,0.398,0.0995,WG87324,NA,73829-36-4,NA,NA,24-Nov-21,NJ_MALL_10_AD,NA
NA,L40006-97,NA,NA,NA,NA,20231128,1824,Sample,PFUnA,0.973,Y,B,ng/g,0.398,0.0995,WG87324,NA,196859-54-8,NA,NA,24-Nov-21,NJ_MALL_10_AD,NA
NA,L40006-97,NA,NA,NA,NA,20231128,1824,Sample,PFDoA,0.409,Y,NA,ng/g,0.398,0.0796,WG87324,NA,171978-95-3,NA,NA,24-Nov-21,NJ_MALL_10_AD,NA
NA,L40006-97,NA,NA,NA,NA,20231128,1824,Sample,PFTrDA,0.561,Y,NA,ng/g,0.398,0.0995,WG87324,NA,862374-87-6,NA,NA,24-Nov-21,NJ_MALL_10_AD,NA
NA,L40006-97,NA,NA,NA,NA,20231128,1824,Sample,PFTeDA,0.285,Y,J,ng/g,0.398,0.0995,WG87324,NA,365971-87-5,NA,NA,24-Nov-21,NJ_MALL_10_AD,NA
NA,L40006-97,NA,NA,NA,NA,20231128,1824,Sample,PFBS,NA,N,U,ng/g,0.398,0.0995,WG87324,NA,45187-15-3,NA,NA,24-Nov-21,NJ_MALL_10_AD,NA
NA,L40006-97,NA,NA,NA,NA,20231128,1824,Sample,PFPeS,NA,N,U,ng/g,0.398,0.1,WG87324,NA,175905-36-9,NA,NA,24-Nov-21,NJ_MALL_10_AD,NA
NA,L40006-97,NA,NA,NA,NA,20231128,1824,Sample,PFHxS,0.276,Y,J,ng/g,0.398,0.0995,WG87324,NA,108427-53-8,NA,NA,24-Nov-21,NJ_MALL_10_AD,NA
NA,L40006-97,NA,NA,NA,NA,20231128,1824,Sample,PFHpS,NA,N,U,ng/g,0.398,0.0995,WG87324,NA,146689-46-5,NA,NA,24-Nov-21,NJ_MALL_10_AD,NA
NA,L40006-97,NA,NA,NA,NA,20231128,1824,Sample,PFOS,3.58,Y,NA,ng/g,0.398,0.0995,WG87324,NA,45298-90-6,NA,NA,24-Nov-21,NJ_MALL_10_AD,NA
NA,L40006-97,NA,NA,NA,NA,20231128,1824,Sample,PFNS,NA,N,U,ng/g,0.398,0.0995,WG87324,NA,474511-07-4,NA,NA,24-Nov-21,NJ_MALL_10_AD,NA
NA,L40006-97,NA,NA,NA,NA,20231128,1824,Sample,PFDS,0.122,Y,J,ng/g,0.398,0.0995,WG87324,NA,126105-34-8,NA,NA,24-Nov-21,NJ_MALL_10_AD,NA
NA,L40006-97,NA,NA,NA,NA,20231128,1824,Sample,PFDoS,NA,N,U,ng/g,0.398,0.0995,WG87324,NA,343629-43-6,NA,NA,24-Nov-21,NJ_MALL_10_AD,NA
NA,L40006-97,NA,NA,NA,NA,20231128,1824,Sample,4:2 FTS,NA,N,U,ng/g,1.59,0.398,WG87324,NA,414911-30-1,NA,NA,24-Nov-21,NJ_MALL_10_AD,NA
NA,L40006-97,NA,NA,NA,NA,20231128,1824,Sample,6:2 FTS,NA,N,U,ng/g,8.61,0.358,WG87324,NA,425670-75-3,NA,NA,24-Nov-21,NJ_MALL_10_AD,NA
NA,L40006-97,NA,NA,NA,NA,20231128,1824,Sample,8:2 FTS,NA,N,U,ng/g,1.59,0.338,WG87324,NA,481071-78-7,NA,NA,24-Nov-21,NJ_MALL_10_AD,NA
NA,L40006-97,NA,NA,NA,NA,20231128,1824,Sample,PFOSA,NA,N,U,ng/g,0.398,0.0995,WG87324,NA,754-91-6,NA,NA,24-Nov-21,NJ_MALL_10_AD,NA
NA,L40006-97,NA,NA,NA,NA,20231128,1824,Sample,N-MeFOSA,NA,N,U,ng/g,0.458,0.0995,WG87324,NA,31506-32-8,NA,NA,24-Nov-21,NJ_MALL_10_AD,NA
NA,L40006-97,NA,NA,NA,NA,20231128,1824,Sample,N-EtFOSA,NA,N,U,ng/g,0.995,0.279,WG87324,NA,4151-50-2,NA,NA,24-Nov-21,NJ_MALL_10_AD,NA
NA,L40006-97,NA,NA,NA,NA,20231128,1824,Sample,MeFOSAA,NA,N,U,ng/g,0.398,0.0995,WG87324,NA,2355-31-9,NA,NA,24-Nov-21,NJ_MALL_10_AD,NA
NA,L40006-97,NA,NA,NA,NA,20231128,1824,Sample,EtFOSAA,NA,N,U,ng/g,0.398,0.0995,WG87324,NA,2991-50-6,NA,NA,24-Nov-21,NJ_MALL_10_AD,NA
NA,L40006-97,NA,NA,NA,NA,20231128,1824,Sample,N-MeFOSE,NA,N,U,ng/g,10.9,0.995,WG87324,NA,24448-09-7,NA,NA,24-Nov-21,NJ_MALL_10_AD,NA
NA,L40006-97,NA,NA,NA,NA,20231128,1824,Sample,N-EtFOSE,1.55,Y,K J,ng/g,2.99,0.995,WG87324,NA,1691-99-2,NA,NA,24-Nov-21,NJ_MALL_10_AD,NA
NA,L40006-97,NA,NA,NA,NA,20231128,1824,Sample,HFPO-DA,NA,N,U,ng/g,1.51,0.398,WG87324,NA,122499-17-6,NA,NA,24-Nov-21,NJ_MALL_10_AD,NA
NA,L40006-97,NA,NA,NA,NA,20231128,1824,Sample,ADONA,NA,N,U,ng/g,1.59,0.398,WG87324,NA,2127366-90-7,NA,NA,24-Nov-21,NJ_MALL_10_AD,NA
NA,L40006-97,NA,NA,NA,NA,20231128,1824,Sample,9Cl-PF3ONS,NA,N,U,ng/g,1.59,0.399,WG87324,NA,1621485-21-9,NA,NA,24-Nov-21,NJ_MALL_10_AD,NA
NA,L40006-97,NA,NA,NA,NA,20231128,1824,Sample,11Cl-PF3OUdS,NA,N,U,ng/g,1.59,0.399,WG87324,NA,2196242-82-5,NA,NA,24-Nov-21,NJ_MALL_10_AD,NA
NA,L40006-97,NA,NA,NA,NA,20231128,1824,Sample,3:3 FTCA,NA,N,U H,ng/g,1.59,0.398,WG87324,NA,1169706-83-5,NA,NA,24-Nov-21,NJ_MALL_10_AD,NA
NA,L40006-97,NA,NA,NA,NA,20231128,1824,Sample,5:3 FTCA,NA,N,U,ng/g,9.95,2.49,WG87324,NA,1799325-94-2,NA,NA,24-Nov-21,NJ_MALL_10_AD,NA
NA,L40006-97,NA,NA,NA,NA,20231128,1824,Sample,7:3 FTCA,3.49,Y,J,ng/g,9.95,2.49,WG87324,NA,1799325-95-3,NA,NA,24-Nov-21,NJ_MALL_10_AD,NA
NA,L40006-97,NA,NA,NA,NA,20231128,1824,Sample,PFEESA,NA,N,U,ng/g,0.398,0.0995,WG87324,NA,220689-13-4,NA,NA,24-Nov-21,NJ_MALL_10_AD,NA
NA,L40006-97,NA,NA,NA,NA,20231128,1824,Sample,PFMPA,NA,N,U,ng/g,0.796,0.199,WG87324,NA,NA,NA,NA,24-Nov-21,NJ_MALL_10_AD,NA
NA,L40006-97,NA,NA,NA,NA,20231128,1824,Sample,PFMBA,NA,N,U,ng/g,0.398,0.0995,WG87324,NA,1432017-36-1,NA,NA,24-Nov-21,NJ_MALL_10_AD,NA
NA,L40006-97,NA,NA,NA,NA,20231128,1824,Sample,NFDHA,NA,N,U H,ng/g,1.75,0.199,WG87324,NA,39187-41-2,NA,NA,24-Nov-21,NJ_MALL_10_AD,NA
NA,L40006-97,NA,NA,NA,NA,20231106,800,Sample,% Moisture,100,Y,NA,%,NA,NA,WG87324,NA,NA,NA,NA,24-Nov-21,NJ_MALL_10_AD,NA
NA,L40006-98,NA,NA,NA,NA,20231128,1836,Sample,PFBA,NA,N,U,ng/g,1.37,0.342,WG87324,NA,45048-62-2,NA,NA,24-Nov-21,NJ_MALL_11_AD,NA
NA,L40006-98,NA,NA,NA,NA,20231128,1836,Sample,PFPeA,NA,N,U,ng/g,0.684,0.171,WG87324,NA,45167-47-3,NA,NA,24-Nov-21,NJ_MALL_11_AD,NA
NA,L40006-98,NA,NA,NA,NA,20231128,1836,Sample,PFHxA,NA,N,U,ng/g,0.342,0.0855,WG87324,NA,92612-52-7,NA,NA,24-Nov-21,NJ_MALL_11_AD,NA
NA,L40006-98,NA,NA,NA,NA,20231128,1836,Sample,PFHpA,NA,N,U,ng/g,0.342,0.0855,WG87324,NA,120885-29-2,NA,NA,24-Nov-21,NJ_MALL_11_AD,NA
NA,L40006-98,NA,NA,NA,NA,20231128,1836,Sample,PFOA,0.247,Y,J,ng/g,0.342,0.0855,WG87324,NA,45285-51-6,NA,NA,24-Nov-21,NJ_MALL_11_AD,NA
NA,L40006-98,NA,NA,NA,NA,20231128,1836,Sample,PFNA,0.515,Y,NA,ng/g,0.342,0.0855,WG87324,NA,72007-68-2,NA,NA,24-Nov-21,NJ_MALL_11_AD,NA
NA,L40006-98,NA,NA,NA,NA,20231128,1836,Sample,PFDA,0.321,Y,J,ng/g,0.342,0.0855,WG87324,NA,73829-36-4,NA,NA,24-Nov-21,NJ_MALL_11_AD,NA
NA,L40006-98,NA,NA,NA,NA,20231128,1836,Sample,PFUnA,0.511,Y,B,ng/g,0.342,0.0855,WG87324,NA,196859-54-8,NA,NA,24-Nov-21,NJ_MALL_11_AD,NA
NA,L40006-98,NA,NA,NA,NA,20231128,1836,Sample,PFDoA,0.35,Y,NA,ng/g,0.342,0.0684,WG87324,NA,171978-95-3,NA,NA,24-Nov-21,NJ_MALL_11_AD,NA
NA,L40006-98,NA,NA,NA,NA,20231128,1836,Sample,PFTrDA,0.605,Y,NA,ng/g,0.342,0.0855,WG87324,NA,862374-87-6,NA,NA,24-Nov-21,NJ_MALL_11_AD,NA
NA,L40006-98,NA,NA,NA,NA,20231128,1836,Sample,PFTeDA,0.255,Y,J,ng/g,0.342,0.0855,WG87324,NA,365971-87-5,NA,NA,24-Nov-21,NJ_MALL_11_AD,NA
NA,L40006-98,NA,NA,NA,NA,20231128,1836,Sample,PFBS,NA,N,U,ng/g,0.342,0.0855,WG87324,NA,45187-15-3,NA,NA,24-Nov-21,NJ_MALL_11_AD,NA
NA,L40006-98,NA,NA,NA,NA,20231128,1836,Sample,PFPeS,NA,N,U,ng/g,0.342,0.0859,WG87324,NA,175905-36-9,NA,NA,24-Nov-21,NJ_MALL_11_AD,NA
NA,L40006-98,NA,NA,NA,NA,20231128,1836,Sample,PFHxS,NA,N,U,ng/g,0.342,0.0855,WG87324,NA,108427-53-8,NA,NA,24-Nov-21,NJ_MALL_11_AD,NA
NA,L40006-98,NA,NA,NA,NA,20231128,1836,Sample,PFHpS,NA,N,U,ng/g,0.342,0.0855,WG87324,NA,146689-46-5,NA,NA,24-Nov-21,NJ_MALL_11_AD,NA
NA,L40006-98,NA,NA,NA,NA,20231128,1836,Sample,PFOS,1.51,Y,NA,ng/g,0.342,0.0855,WG87324,NA,45298-90-6,NA,NA,24-Nov-21,NJ_MALL_11_AD,NA
NA,L40006-98,NA,NA,NA,NA,20231128,1836,Sample,PFNS,NA,N,U,ng/g,0.342,0.0855,WG87324,NA,474511-07-4,NA,NA,24-Nov-21,NJ_MALL_11_AD,NA
NA,L40006-98,NA,NA,NA,NA,20231128,1836,Sample,PFDS,0.387,Y,NA,ng/g,0.342,0.0855,WG87324,NA,126105-34-8,NA,NA,24-Nov-21,NJ_MALL_11_AD,NA
NA,L40006-98,NA,NA,NA,NA,20231128,1836,Sample,PFDoS,NA,N,U,ng/g,0.342,0.0855,WG87324,NA,343629-43-6,NA,NA,24-Nov-21,NJ_MALL_11_AD,NA
NA,L40006-98,NA,NA,NA,NA,20231128,1836,Sample,4:2 FTS,NA,N,U,ng/g,1.37,0.342,WG87324,NA,414911-30-1,NA,NA,24-Nov-21,NJ_MALL_11_AD,NA
NA,L40006-98,NA,NA,NA,NA,20231128,1836,Sample,6:2 FTS,NA,N,U,ng/g,7.4,0.308,WG87324,NA,425670-75-3,NA,NA,24-Nov-21,NJ_MALL_11_AD,NA
NA,L40006-98,NA,NA,NA,NA,20231128,1836,Sample,8:2 FTS,NA,N,U,ng/g,1.37,0.291,WG87324,NA,481071-78-7,NA,NA,24-Nov-21,NJ_MALL_11_AD,NA
NA,L40006-98,NA,NA,NA,NA,20231128,1836,Sample,PFOSA,NA,N,U,ng/g,0.342,0.0855,WG87324,NA,754-91-6,NA,NA,24-Nov-21,NJ_MALL_11_AD,NA
NA,L40006-98,NA,NA,NA,NA,20231128,1836,Sample,N-MeFOSA,NA,N,U,ng/g,0.393,0.0855,WG87324,NA,31506-32-8,NA,NA,24-Nov-21,NJ_MALL_11_AD,NA
NA,L40006-98,NA,NA,NA,NA,20231128,1836,Sample,N-EtFOSA,NA,N,U,ng/g,0.855,0.239,WG87324,NA,4151-50-2,NA,NA,24-Nov-21,NJ_MALL_11_AD,NA
NA,L40006-98,NA,NA,NA,NA,20231128,1836,Sample,MeFOSAA,NA,N,U,ng/g,0.342,0.0855,WG87324,NA,2355-31-9,NA,NA,24-Nov-21,NJ_MALL_11_AD,NA
NA,L40006-98,NA,NA,NA,NA,20231128,1836,Sample,EtFOSAA,NA,N,U,ng/g,0.342,0.0855,WG87324,NA,2991-50-6,NA,NA,24-Nov-21,NJ_MALL_11_AD,NA
NA,L40006-98,NA,NA,NA,NA,20231128,1836,Sample,N-MeFOSE,NA,N,U,ng/g,9.38,0.855,WG87324,NA,24448-09-7,NA,NA,24-Nov-21,NJ_MALL_11_AD,NA
NA,L40006-98,NA,NA,NA,NA,20231128,1836,Sample,N-EtFOSE,6.92,Y,K,ng/g,2.56,0.855,WG87324,NA,1691-99-2,NA,NA,24-Nov-21,NJ_MALL_11_AD,NA
NA,L40006-98,NA,NA,NA,NA,20231128,1836,Sample,HFPO-DA,NA,N,U,ng/g,1.3,0.342,WG87324,NA,122499-17-6,NA,NA,24-Nov-21,NJ_MALL_11_AD,NA
NA,L40006-98,NA,NA,NA,NA,20231128,1836,Sample,ADONA,NA,N,U,ng/g,1.37,0.342,WG87324,NA,2127366-90-7,NA,NA,24-Nov-21,NJ_MALL_11_AD,NA
NA,L40006-98,NA,NA,NA,NA,20231128,1836,Sample,9Cl-PF3ONS,NA,N,U,ng/g,1.37,0.343,WG87324,NA,1621485-21-9,NA,NA,24-Nov-21,NJ_MALL_11_AD,NA
NA,L40006-98,NA,NA,NA,NA,20231128,1836,Sample,11Cl-PF3OUdS,NA,N,U,ng/g,1.37,0.342,WG87324,NA,2196242-82-5,NA,NA,24-Nov-21,NJ_MALL_11_AD,NA
NA,L40006-98,NA,NA,NA,NA,20231128,1836,Sample,3:3 FTCA,NA,N,U H,ng/g,1.37,0.342,WG87324,NA,1169706-83-5,NA,NA,24-Nov-21,NJ_MALL_11_AD,NA
NA,L40006-98,NA,NA,NA,NA,20231128,1836,Sample,5:3 FTCA,NA,N,U,ng/g,8.55,2.14,WG87324,NA,1799325-94-2,NA,NA,24-Nov-21,NJ_MALL_11_AD,NA
NA,L40006-98,NA,NA,NA,NA,20231128,1836,Sample,7:3 FTCA,NA,N,U,ng/g,8.55,2.14,WG87324,NA,1799325-95-3,NA,NA,24-Nov-21,NJ_MALL_11_AD,NA
NA,L40006-98,NA,NA,NA,NA,20231128,1836,Sample,PFEESA,NA,N,U,ng/g,0.342,0.0855,WG87324,NA,220689-13-4,NA,NA,24-Nov-21,NJ_MALL_11_AD,NA
NA,L40006-98,NA,NA,NA,NA,20231128,1836,Sample,PFMPA,NA,N,U,ng/g,0.684,0.171,WG87324,NA,NA,NA,NA,24-Nov-21,NJ_MALL_11_AD,NA
NA,L40006-98,NA,NA,NA,NA,20231128,1836,Sample,PFMBA,NA,N,U,ng/g,0.342,0.0855,WG87324,NA,1432017-36-1,NA,NA,24-Nov-21,NJ_MALL_11_AD,NA
NA,L40006-98,NA,NA,NA,NA,20231128,1836,Sample,NFDHA,NA,N,U H,ng/g,1.5,0.171,WG87324,NA,39187-41-2,NA,NA,24-Nov-21,NJ_MALL_11_AD,NA
NA,L40006-98,NA,NA,NA,NA,20231106,800,Sample,% Moisture,100,Y,NA,%,NA,NA,WG87324,NA,NA,NA,NA,24-Nov-21,NJ_MALL_11_AD,NA
NA,L40006-99,NA,NA,NA,NA,20231128,1849,Sample,PFBA,NA,N,U,ng/g,1.35,0.338,WG87324,NA,45048-62-2,NA,NA,24-Nov-21,NJ_MALL_30_AD,NA
NA,L40006-99,NA,NA,NA,NA,20231128,1849,Sample,PFPeA,NA,N,U,ng/g,0.675,0.169,WG87324,NA,45167-47-3,NA,NA,24-Nov-21,NJ_MALL_30_AD,NA
NA,L40006-99,NA,NA,NA,NA,20231128,1849,Sample,PFHxA,NA,N,U,ng/g,0.338,0.0844,WG87324,NA,92612-52-7,NA,NA,24-Nov-21,NJ_MALL_30_AD,NA
NA,L40006-99,NA,NA,NA,NA,20231128,1849,Sample,PFHpA,NA,N,U,ng/g,0.338,0.0844,WG87324,NA,120885-29-2,NA,NA,24-Nov-21,NJ_MALL_30_AD,NA
NA,L40006-99,NA,NA,NA,NA,20231128,1849,Sample,PFOA,0.222,Y,K J,ng/g,0.338,0.0844,WG87324,NA,45285-51-6,NA,NA,24-Nov-21,NJ_MALL_30_AD,NA
NA,L40006-99,NA,NA,NA,NA,20231128,1849,Sample,PFNA,0.885,Y,NA,ng/g,0.338,0.0844,WG87324,NA,72007-68-2,NA,NA,24-Nov-21,NJ_MALL_30_AD,NA
NA,L40006-99,NA,NA,NA,NA,20231128,1849,Sample,PFDA,1.1,Y,NA,ng/g,0.338,0.0844,WG87324,NA,73829-36-4,NA,NA,24-Nov-21,NJ_MALL_30_AD,NA
NA,L40006-99,NA,NA,NA,NA,20231128,1849,Sample,PFUnA,1.17,Y,B,ng/g,0.338,0.0844,WG87324,NA,196859-54-8,NA,NA,24-Nov-21,NJ_MALL_30_AD,NA
NA,L40006-99,NA,NA,NA,NA,20231128,1849,Sample,PFDoA,0.918,Y,NA,ng/g,0.338,0.0675,WG87324,NA,171978-95-3,NA,NA,24-Nov-21,NJ_MALL_30_AD,NA
NA,L40006-99,NA,NA,NA,NA,20231128,1849,Sample,PFTrDA,0.897,Y,NA,ng/g,0.338,0.0844,WG87324,NA,862374-87-6,NA,NA,24-Nov-21,NJ_MALL_30_AD,NA
NA,L40006-99,NA,NA,NA,NA,20231128,1849,Sample,PFTeDA,0.576,Y,NA,ng/g,0.338,0.0844,WG87324,NA,365971-87-5,NA,NA,24-Nov-21,NJ_MALL_30_AD,NA
NA,L40006-99,NA,NA,NA,NA,20231128,1849,Sample,PFBS,NA,N,U,ng/g,0.338,0.0844,WG87324,NA,45187-15-3,NA,NA,24-Nov-21,NJ_MALL_30_AD,NA
NA,L40006-99,NA,NA,NA,NA,20231128,1849,Sample,PFPeS,NA,N,U,ng/g,0.338,0.0848,WG87324,NA,175905-36-9,NA,NA,24-Nov-21,NJ_MALL_30_AD,NA
NA,L40006-99,NA,NA,NA,NA,20231128,1849,Sample,PFHxS,0.176,Y,J,ng/g,0.338,0.0844,WG87324,NA,108427-53-8,NA,NA,24-Nov-21,NJ_MALL_30_AD,NA
NA,L40006-99,NA,NA,NA,NA,20231128,1849,Sample,PFHpS,NA,N,U,ng/g,0.338,0.0844,WG87324,NA,146689-46-5,NA,NA,24-Nov-21,NJ_MALL_30_AD,NA
NA,L40006-99,NA,NA,NA,NA,20231128,1849,Sample,PFOS,8.45,Y,NA,ng/g,0.338,0.0844,WG87324,NA,45298-90-6,NA,NA,24-Nov-21,NJ_MALL_30_AD,NA
NA,L40006-99,NA,NA,NA,NA,20231128,1849,Sample,PFNS,NA,N,U,ng/g,0.338,0.0844,WG87324,NA,474511-07-4,NA,NA,24-Nov-21,NJ_MALL_30_AD,NA
NA,L40006-99,NA,NA,NA,NA,20231128,1849,Sample,PFDS,0.114,Y,J,ng/g,0.338,0.0844,WG87324,NA,126105-34-8,NA,NA,24-Nov-21,NJ_MALL_30_AD,NA
NA,L40006-99,NA,NA,NA,NA,20231128,1849,Sample,PFDoS,NA,N,U,ng/g,0.338,0.0844,WG87324,NA,343629-43-6,NA,NA,24-Nov-21,NJ_MALL_30_AD,NA
NA,L40006-99,NA,NA,NA,NA,20231128,1849,Sample,4:2 FTS,NA,N,U,ng/g,1.35,0.338,WG87324,NA,414911-30-1,NA,NA,24-Nov-21,NJ_MALL_30_AD,NA
NA,L40006-99,NA,NA,NA,NA,20231128,1849,Sample,6:2 FTS,NA,N,U,ng/g,7.3,0.304,WG87324,NA,425670-75-3,NA,NA,24-Nov-21,NJ_MALL_30_AD,NA
NA,L40006-99,NA,NA,NA,NA,20231128,1849,Sample,8:2 FTS,NA,N,U,ng/g,1.35,0.287,WG87324,NA,481071-78-7,NA,NA,24-Nov-21,NJ_MALL_30_AD,NA
NA,L40006-99,NA,NA,NA,NA,20231128,1849,Sample,PFOSA,NA,N,U,ng/g,0.338,0.0844,WG87324,NA,754-91-6,NA,NA,24-Nov-21,NJ_MALL_30_AD,NA
NA,L40006-99,NA,NA,NA,NA,20231128,1849,Sample,N-MeFOSA,NA,N,U,ng/g,0.388,0.0844,WG87324,NA,31506-32-8,NA,NA,24-Nov-21,NJ_MALL_30_AD,NA
NA,L40006-99,NA,NA,NA,NA,20231128,1849,Sample,N-EtFOSA,NA,N,U,ng/g,0.844,0.236,WG87324,NA,4151-50-2,NA,NA,24-Nov-21,NJ_MALL_30_AD,NA
NA,L40006-99,NA,NA,NA,NA,20231128,1849,Sample,MeFOSAA,NA,N,U,ng/g,0.338,0.0844,WG87324,NA,2355-31-9,NA,NA,24-Nov-21,NJ_MALL_30_AD,NA
NA,L40006-99,NA,NA,NA,NA,20231128,1849,Sample,EtFOSAA,NA,N,U,ng/g,0.338,0.0844,WG87324,NA,2991-50-6,NA,NA,24-Nov-21,NJ_MALL_30_AD,NA
NA,L40006-99,NA,NA,NA,NA,20231128,1849,Sample,N-MeFOSE,NA,N,U,ng/g,9.26,0.844,WG87324,NA,24448-09-7,NA,NA,24-Nov-21,NJ_MALL_30_AD,NA
NA,L40006-99,NA,NA,NA,NA,20231128,1849,Sample,N-EtFOSE,1.46,Y,K J,ng/g,2.53,0.844,WG87324,NA,1691-99-2,NA,NA,24-Nov-21,NJ_MALL_30_AD,NA
NA,L40006-99,NA,NA,NA,NA,20231128,1849,Sample,HFPO-DA,NA,N,U,ng/g,1.28,0.338,WG87324,NA,122499-17-6,NA,NA,24-Nov-21,NJ_MALL_30_AD,NA
NA,L40006-99,NA,NA,NA,NA,20231128,1849,Sample,ADONA,NA,N,U,ng/g,1.35,0.338,WG87324,NA,2127366-90-7,NA,NA,24-Nov-21,NJ_MALL_30_AD,NA
NA,L40006-99,NA,NA,NA,NA,20231128,1849,Sample,9Cl-PF3ONS,NA,N,U,ng/g,1.35,0.338,WG87324,NA,1621485-21-9,NA,NA,24-Nov-21,NJ_MALL_30_AD,NA
NA,L40006-99,NA,NA,NA,NA,20231128,1849,Sample,11Cl-PF3OUdS,NA,N,U,ng/g,1.35,0.338,WG87324,NA,2196242-82-5,NA,NA,24-Nov-21,NJ_MALL_30_AD,NA
NA,L40006-99,NA,NA,NA,NA,20231128,1849,Sample,3:3 FTCA,NA,N,U H,ng/g,1.35,0.338,WG87324,NA,1169706-83-5,NA,NA,24-Nov-21,NJ_MALL_30_AD,NA
NA,L40006-99,NA,NA,NA,NA,20231128,1849,Sample,5:3 FTCA,NA,N,U,ng/g,8.44,2.11,WG87324,NA,1799325-94-2,NA,NA,24-Nov-21,NJ_MALL_30_AD,NA
NA,L40006-99,NA,NA,NA,NA,20231128,1849,Sample,7:3 FTCA,2.7,Y,J,ng/g,8.44,2.11,WG87324,NA,1799325-95-3,NA,NA,24-Nov-21,NJ_MALL_30_AD,NA
NA,L40006-99,NA,NA,NA,NA,20231128,1849,Sample,PFEESA,NA,N,U,ng/g,0.338,0.0844,WG87324,NA,220689-13-4,NA,NA,24-Nov-21,NJ_MALL_30_AD,NA
